smiles,LogS,LogD,LogP,Pgp-inh,Pgp-sub,HIA,F(20%),F(30%),Caco-2,MDCK,BBB,PPB,VDss,Fu,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CL,T12,hERG,H-HT,DILI,Ames,ROA,FDAMDD,SkinSen,Carcinogenicity,EC,EI,Respiratory,BCF,IGC50,LC50,LC50DM,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,MW,Vol,Dense,nHA,nHD,TPSA,nRot,nRing,MaxRing,nHet,fChar,nRig,Flex,nStereo,NonGenotoxic_Carcinogenicity,LD50_oral,Genotoxic_Carcinogenicity_Mutagenicity,SureChEMBL,NonBiodegradable,Skin_Sensitization,Acute_Aquatic_Toxicity,Toxicophores,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Alarm_NMR,BMS,Chelating,PAINS,Lipinski,Pfizer,GSK,GoldenTriangle
CCN(CC)CCCC(C)N=c1cc[nH]c2cc(Cl)ccc12,-3.902,3.723,4.511,0.752,0.985,0.002,0.069,0.013,-4.545,1.0808806109707803e-05,0.914,71.16870880126953%,3.738,25.790163040161133%,0.623,0.967,0.048,0.356,0.002,0.065,0.977,0.921,0.01,0.45,5.831,0.07,0.953,0.766,0.394,0.201,0.949,0.488,0.882,0.039,0.004,0.021,0.986,1.254,4.132,4.574,5.834,0.014,0.002,0.836,0.806,0.081,0.018,0.004,0.201,0.02,0.889,0.233,0.14,319.18,337.79,0.945,3,1,31.39,7,2,10,4,0,12,0.583,1,1,0,0,0,3,0,1,1,0.813,3.369,0.5,24.0,-0.891,0,0,0,0,Accepted,Rejected,Rejected,Accepted
