Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
Molecule 1,CCN(CCCC(N=c1cc[nH]c2c1ccc(c2)Cl)C)CC,C18H26ClN3,319.87,22,10,0.50,7,2,1,96.09,31.39,3.96,4.18,4.23,2.86,5.42,4.13,-4.33,1.49e-02,4.67e-05,Moderately soluble,-4.55,9.06e-03,2.83e-05,Moderately soluble,-6.92,3.86e-05,1.21e-07,Poorly soluble,High,Yes,No,No,Yes,No,Yes,Yes,-5.28,0,0,0,0,0,0.55,0,0,1,3.28
