Geneid	271KO_RNA_1.bam	271KO_RNA_2.bam	271KO_RNA_3.bam
PBANKA_1126200	817	2065	1756
PBANKA_1135400	122	429	421
PBANKA_1421241	29	42	88
PBANKA_1409700	354	769	683
PBANKA_1005500	230	566	467
PBANKA_0835300	652	1715	1853
PBANKA_0623500	228	1512	1385
PBANKA_0204500	3411	7376	8978
PBANKA_MIT00400	1	0	6
PBANKA_0602500	111	387	417
PBANKA_1337700	67	202	229
PBANKA_0316650	12	21	39
PBANKA_0603500	53	112	161
PBANKA_1025500	6687	13419	14446
PBANKA_1340700	128	590	910
PBANKA_1318400	526	1676	1056
PBANKA_1403100	71	228	157
PBANKA_0416100	16327	34897	35035
PBANKA_0317161	47	148	137
PBANKA_1118300	202	600	865
PBANKA_1243600	380	1155	1077
PBANKA_1205800	201	811	608
PBANKA_0715300	481	1542	1345
PBANKA_0837041	0	0	0
PBANKA_1008000	389	758	909
PBANKA_1120700	1125	3079	3007
PBANKA_1235200	147	519	463
PBANKA_0937200	2277	5066	5083
PBANKA_1335900	265	1014	700
PBANKA_0521221	620	471	1323
PBANKA_1460300	40	211	218
PBANKA_0913600	790	1430	1508
PBANKA_1442400	220	601	701
PBANKA_0834300	825	2149	1951
PBANKA_0818000	1880	4257	4104
PBANKA_1462700	742	1729	1632
PBANKA_1233000	75	332	395
PBANKA_0712200	12680	25967	33716
PBANKA_0104900	697	1198	1225
PBANKA_0614200	193	573	549
PBANKA_0210700	567	1086	995
PBANKA_1315700	2002	6007	6089
PBANKA_0316300	114	704	977
PBANKA_1347200	523	1160	1167
PBANKA_1340600	179	469	438
PBANKA_1107500	38	172	229
PBANKA_0203500	338	900	975
PBANKA_API00226	0	0	0
PBANKA_1418000	10	49	38
PBANKA_1356200	192	765	660
PBANKA_1435700	181	440	376
PBANKA_0100061	56	154	235
PBANKA_1335100	599	1548	1415
PBANKA_0700011	0	0	1
PBANKA_1121600	184	582	671
PBANKA_1131851	2	11	6
PBANKA_0621700	132	288	217
PBANKA_1214700	4388	10259	12112
PBANKA_0712100	2553	4880	5052
PBANKA_0514700	22	68	44
PBANKA_1308200	498	2461	1785
PBANKA_0105000	626	1503	1732
PBANKA_1114600	2413	3837	4472
PBANKA_0920300	106	453	323
PBANKA_1221400	139	274	292
PBANKA_1432900	809	1524	1597
PBANKA_MIT03500	1638	3977	5217
PBANKA_0210100	322	598	838
PBANKA_0808200	418	1382	1222
PBANKA_1222400	825	2476	2048
PBANKA_0521261	1410	27234	4950
PBANKA_1308500	64	153	154
PBANKA_1132500	85	250	196
PBANKA_1436300	3889	8133	9861
PBANKA_1320400	719	1853	1620
PBANKA_0904300	120	335	353
PBANKA_API00231	0	0	0
PBANKA_0208400	627	1689	1692
PBANKA_1407400	7014	12057	15305
PBANKA_0504400	18460	30952	34320
PBANKA_0411900	28	79	59
PBANKA_1304500	1466	3128	3346
PBANKA_0830700	810	2181	2287
PBANKA_0700051	1	3	15
PBANKA_0613700	2902	5214	5328
PBANKA_0520200	1057	2638	2920
PBANKA_0904800	330	645	608
PBANKA_1421200	219	442	438
PBANKA_0006401	0	0	0
PBANKA_1208400	173	487	528
PBANKA_0418500	181	1317	974
PBANKA_0521500	278	580	694
PBANKA_1441900	783	1774	1904
PBANKA_0929300	2944	4844	6176
PBANKA_0914100	2183	4742	4874
PBANKA_0917000	457	1038	1180
PBANKA_0702200	87	263	320
PBANKA_1365400	446	1286	986
PBANKA_1424600	189	692	657
PBANKA_1004800	179	783	706
PBANKA_0609300	149	424	376
PBANKA_1312500	70	247	214
PBANKA_1453400	1491	2816	3854
PBANKA_1110000	37	112	119
PBANKA_1131000	640	1584	1634
PBANKA_0722100	7	9	18
PBANKA_1432100	200	505	412
PBANKA_0416000	2453	14417	8594
PBANKA_0503800	1488	2979	3911
PBANKA_0944021	0	0	0
PBANKA_1352000	990	3396	2667
PBANKA_1365680	7	31	25
PBANKA_1443400	190	879	529
PBANKA_0819300	737	1652	1688
PBANKA_0314700	1212	2892	2681
PBANKA_0935100	20	73	50
PBANKA_0707900	66	105	182
PBANKA_0700800	179	771	583
PBANKA_1201400	451	1164	1594
PBANKA_1444400	186	365	428
PBANKA_1438200	441	1129	951
PBANKA_1427200	2778	6190	5701
PBANKA_1421000	894	1711	1791
PBANKA_0615300	14250	25247	28442
PBANKA_0404300	1680	3229	2992
PBANKA_0926900	1740	2982	3609
PBANKA_0410300	312	882	818
PBANKA_1465841	0	0	0
PBANKA_1123500	16521	39573	35166
PBANKA_1245000	58	183	175
PBANKA_1215700	371	1073	1112
PBANKA_1108300	2757	4902	4327
PBANKA_1358200	524	2257	2334
PBANKA_0808600	287	609	735
PBANKA_1026100	493	602	1288
PBANKA_1104100	3907	8932	11528
PBANKA_1127000	1966	9590	7553
PBANKA_1312400	79	215	236
PBANKA_1101300	713	1727	1654
PBANKA_1106800	862	2031	2343
PBANKA_1449100	108	237	223
PBANKA_1345000	154	498	456
PBANKA_1236200	13	21	28
PBANKA_1212300	349	807	790
PBANKA_1232900	692	1458	1652
PBANKA_1225500	7084	13492	17930
PBANKA_1402600	3426	6882	6832
PBANKA_0613800	340	735	715
PBANKA_1321200	832	2104	1961
PBANKA_0206400	108	311	280
PBANKA_1342100	39	79	95
PBANKA_1238800	4567	13677	11667
PBANKA_1356000	669	1849	1740
PBANKA_1465500	18	55	45
PBANKA_0707700	1974	3626	6179
PBANKA_1125650	0	0	0
PBANKA_0715500	699	2055	1749
PBANKA_1343500	267	970	1220
PBANKA_1463700	2942	5154	5460
PBANKA_1363800	588	1390	1348
PBANKA_1201600	228	607	545
PBANKA_1119941	3	15	15
PBANKA_0506400	40	257	153
PBANKA_0301900	1256	2836	2784
PBANKA_1010200	545	935	930
PBANKA_1338700	1802	4362	4615
PBANKA_1349700	236	617	586
PBANKA_1317600	737	1242	1521
PBANKA_1344400	245	1119	968
PBANKA_1028500	165	572	626
PBANKA_1108200	123	313	260
PBANKA_0306000	3886	9513	9843
PBANKA_0810200	532	1106	1225
PBANKA_1363000	123	556	493
PBANKA_0515700	47	203	278
PBANKA_0515100	25	139	106
PBANKA_1100351	23	54	27
PBANKA_1119800	180	368	336
PBANKA_1214900	1025	2038	2281
PBANKA_0835200	240	691	539
PBANKA_1201700	138	452	704
PBANKA_0816100	555	1710	1416
PBANKA_0822000	61	152	146
PBANKA_0402800	526	1608	2058
PBANKA_1362900	620	1994	1821
PBANKA_0501500	82	371	335
PBANKA_1129500	59	145	195
PBANKA_1020900	556	1406	1300
PBANKA_1326800	760	1943	1496
PBANKA_1454800	7149	16457	19163
PBANKA_1350200	344	702	716
PBANKA_0806100	169	587	544
PBANKA_1214800	713	1570	1618
PBANKA_0613400	102	366	231
PBANKA_0910800	707	1453	1419
PBANKA_0615400	640	1919	1317
PBANKA_MIT03700	89	177	189
PBANKA_1109400	1821	3825	3796
PBANKA_1001300	209	768	552
PBANKA_1141100	60	200	174
PBANKA_1210900	3313	6974	7412
PBANKA_0109700	311	992	962
PBANKA_0700200	9	31	15
PBANKA_1004100	404	708	754
PBANKA_1330600	113	416	332
PBANKA_1354550	0	0	0
PBANKA_1107600	411	1407	1475
PBANKA_1340000	89	357	172
PBANKA_1032200	1774	3827	3467
PBANKA_1208200	5575	10056	12910
PBANKA_1122900	2514	7324	5754
PBANKA_0402500	4482	8553	10961
PBANKA_1310400	1048	2631	2277
PBANKA_0922900	1000	1944	2202
PBANKA_0209600	216	557	719
PBANKA_0522400	256	677	698
PBANKA_1120100	1473	3812	4130
PBANKA_1012600	306	569	624
PBANKA_1412600	604	1252	1064
PBANKA_0720700	183	394	445
PBANKA_1141500	1561	3372	3707
PBANKA_0715900	492	1169	1061
PBANKA_0618300	53	162	108
PBANKA_0831700	102	352	304
PBANKA_1130000	394	1039	819
PBANKA_0816400	2162	5508	4660
PBANKA_1239100	120	312	273
PBANKA_1340400	6020	14822	12481
PBANKA_1300091	32	82	49
PBANKA_1005300	1391	2931	2745
PBANKA_0111000	143	739	856
PBANKA_0520500	389	975	763
PBANKA_0407300	392	1124	1552
PBANKA_1114100	2984	8071	10525
PBANKA_1352900	70	310	309
PBANKA_1412500	19	91	74
PBANKA_1207500	469	1024	1201
PBANKA_1246100	0	0	1
PBANKA_0300800	117	299	298
PBANKA_0317121	34	184	97
PBANKA_1318600	33959	111084	140418
PBANKA_0213300	65	292	245
PBANKA_1139500	122	345	339
PBANKA_0722941	61	197	194
PBANKA_0805400	57	216	291
PBANKA_1364500	65	266	378
PBANKA_1444800	17181	29843	34892
PBANKA_1412300	84	323	302
PBANKA_0603300	2497	5493	6557
PBANKA_1327400	145	351	234
PBANKA_0211800	48	90	78
PBANKA_1030600	2052	7040	6270
PBANKA_1313400	369	740	798
PBANKA_1227500	365	736	957
PBANKA_0903300	144	359	320
PBANKA_1104900	378	857	920
PBANKA_0721200	81	139	165
PBANKA_1310600	861	1989	2265
PBANKA_1103200	122	354	502
PBANKA_0200751	0	4	12
PBANKA_0717000	346	847	872
PBANKA_1016300	882	2229	2256
PBANKA_0802100	549	1362	1559
PBANKA_1133900	134	455	386
PBANKA_0829100	415	914	1025
PBANKA_MIT01600	4	94	25
PBANKA_1241900	444	2104	1398
PBANKA_1005800	610	1056	889
PBANKA_0927400	420	1224	1215
PBANKA_1436800	302	656	655
PBANKA_0938050	1	2	6
PBANKA_1232600	1093	2132	2417
PBANKA_1321500	1404	2879	2952
PBANKA_0518300	631	1534	1754
PBANKA_0905500	324	800	960
PBANKA_1201500	236	653	659
PBANKA_1028900	175	338	693
PBANKA_1142500	379	845	975
PBANKA_1461700	38	97	111
PBANKA_1229600	405	1042	1049
PBANKA_0801000	116	319	414
PBANKA_0821900	571	1775	2279
PBANKA_0832900	433	1380	1484
PBANKA_0501300	2944	7491	7591
PBANKA_1444300	80	278	361
PBANKA_0823000	3346	6964	6752
PBANKA_0917980	25	67	72
PBANKA_0107800	220	450	568
PBANKA_1411900	139	567	482
PBANKA_0808500	14	121	89
PBANKA_1024371	4	2	2
PBANKA_1453600	204	811	883
PBANKA_0715200	908	2406	2232
PBANKA_1238200	2121	3994	4820
PBANKA_1223500	1297	2956	3299
PBANKA_0311100	268	868	984
PBANKA_0600100	22	72	76
PBANKA_0923500	196	648	609
PBANKA_1336700	335	874	946
PBANKA_1303100	203	506	382
PBANKA_1431100	1284	2714	3071
PBANKA_1021400	102	367	254
PBANKA_0912800	16	65	51
PBANKA_1035400	27965	65803	82835
PBANKA_0622000	2538	4724	5240
PBANKA_0616700	3087	6272	7569
PBANKA_0832800	280	873	1047
PBANKA_1460000	130	216	384
PBANKA_0618700	70	194	139
PBANKA_1312300	93	280	272
PBANKA_1117300	93	282	266
PBANKA_0304600	57	97	98
PBANKA_1000100	37	79	139
PBANKA_1428400	85	287	228
PBANKA_1210400	536	1413	1349
PBANKA_1139000	236	523	541
PBANKA_1039300	522	1153	1033
PBANKA_1365500	4532	14423	12088
PBANKA_1222100	628	1446	1511
PBANKA_0928700	466	1501	1511
PBANKA_1333800	246	583	613
PBANKA_0502600	804	2097	1769
PBANKA_1021200	633	1274	1398
PBANKA_1407900	14502	24484	30151
PBANKA_1424000	150	427	290
PBANKA_1341400	364	1129	1154
PBANKA_1302000	1357	3393	3601
PBANKA_0602800	9635	18502	21469
PBANKA_API00420	0	0	5
PBANKA_0100200	180	726	863
PBANKA_1213300	4828	10695	13251
PBANKA_0808000	1377	4766	4196
PBANKA_0708500	4188	7884	9342
PBANKA_1400021	0	0	0
PBANKA_1212400	124	224	402
PBANKA_1207100	314	762	1074
PBANKA_0312300	243	441	364
PBANKA_0404200	1367	3650	3138
PBANKA_1128700	568	1589	1433
PBANKA_0506900	2248	4557	5667
PBANKA_1235400	133	290	300
PBANKA_0910400	6	24	31
PBANKA_1131800	133	270	396
PBANKA_1444200	512	1220	971
PBANKA_1354600	40	90	154
PBANKA_1134300	638	1630	1572
PBANKA_1242400	651	1601	1448
PBANKA_1228500	888	2034	2016
PBANKA_1007300	431	989	906
PBANKA_1322800	476	1099	1171
PBANKA_1115300	40040	117522	131124
PBANKA_1408200	186	520	392
PBANKA_1012700	578	919	1170
PBANKA_0902500	1506	3686	3598
PBANKA_0302000	402	1342	1951
PBANKA_1443700	1795	2886	3786
PBANKA_1144300	148	469	552
PBANKA_0829900	168	318	444
PBANKA_0511400	1274	2750	3042
PBANKA_0712600	8924	21630	18485
PBANKA_0610200	6538	16217	15908
PBANKA_API00075	0	0	0
PBANKA_1316600	181	530	437
PBANKA_1301700	545	1402	1412
PBANKA_1124800	149	400	337
PBANKA_1418200	387	917	913
PBANKA_0206800	576	1511	1337
PBANKA_1002100	3040	5463	6746
PBANKA_1305700	828	1384	1581
PBANKA_1438000	2222	5160	4650
PBANKA_0111700	287	722	778
PBANKA_0718800	2046	6869	6754
PBANKA_1100011	0	0	0
PBANKA_0308500	295	766	683
PBANKA_1008800	2757	6948	6918
PBANKA_1303300	2552	6367	5667
PBANKA_0831500	864	1996	1867
PBANKA_1212200	103	244	291
PBANKA_0102800	321	705	648
PBANKA_1234900	831	1522	1489
PBANKA_0405200	1706	4212	3223
PBANKA_0007100	0	0	0
PBANKA_0619100	1896	6720	6520
PBANKA_0521200	675	1835	1752
PBANKA_1117000	6094	18886	21975
PBANKA_1006200	679	1024	1361
PBANKA_1212500	428	952	1490
PBANKA_0833300	446	1223	1205
PBANKA_0922800	333	818	902
PBANKA_1111500	51	129	98
PBANKA_1415000	858	1946	1902
PBANKA_1114400	727	1749	1939
PBANKA_1108900	81	190	129
PBANKA_0200700	2	3	7
PBANKA_0206700	58	85	123
PBANKA_1323200	484	1216	1148
PBANKA_0618900	198	1021	506
PBANKA_1334900	19324	41486	51881
PBANKA_1348200	158	379	478
PBANKA_1014300	144	581	589
PBANKA_0816700	264	868	922
PBANKA_1245841	93	2633	17164
PBANKA_0708000	1188	3219	2990
PBANKA_0303500	462	1194	1648
PBANKA_0203400	81	221	219
PBANKA_1100300	1	0	3
PBANKA_1016100	66	339	204
PBANKA_1007400	445	1362	1358
PBANKA_1357200	1885	4707	3682
PBANKA_0504200	204	496	553
PBANKA_1419400	276	599	683
PBANKA_1225800	475	1251	1224
PBANKA_0008101	4	11	32
PBANKA_1245861	3123	8008	14313
PBANKA_1243800	109	353	195
PBANKA_1214100	230	576	556
PBANKA_1100700	13	35	64
PBANKA_1354500	1993	8233	7978
PBANKA_0406400	344	892	860
PBANKA_0106950	78	244	186
PBANKA_1332000	707	2100	1351
PBANKA_1435800	116	525	476
PBANKA_0802600	123	436	352
PBANKA_0611400	687	1426	1985
PBANKA_0836921	2	13	8
PBANKA_0213100	90	338	290
PBANKA_0919500	27	78	85
PBANKA_1019200	222	601	546
PBANKA_0407800	325	564	782
PBANKA_0417000	159	408	388
PBANKA_1329400	1943	3225	4338
PBANKA_1464900	287	1503	1214
PBANKA_1028700	3520	6393	6906
PBANKA_1335400	915	1947	2115
PBANKA_0716600	1687	3331	3737
PBANKA_1346100	104	370	312
PBANKA_0831000	5675	30793	30070
PBANKA_0204300	124	304	239
PBANKA_1403500	680	2057	1893
PBANKA_0214550	76	446	236
PBANKA_0410000	98	518	340
PBANKA_1237600	8320	16233	20456
PBANKA_1137200	1443	3951	3247
PBANKA_0418300	626	1879	1968
PBANKA_0710000	130	346	399
PBANKA_1100750	3	12	5
PBANKA_1301300	3251	6741	6819
PBANKA_1352621	9	8	4
PBANKA_0942300	691	1603	1692
PBANKA_0713700	82	260	186
PBANKA_1030300	1165	4544	3445
PBANKA_0209100	536	813	1095
PBANKA_0206300	1640	4237	3880
PBANKA_0008501	0	0	0
PBANKA_1404200	82	298	296
PBANKA_1102200	1223	4797	4950
PBANKA_1200400	299	574	504
PBANKA_1303500	960	2867	2831
PBANKA_1203300	70	129	146
PBANKA_1016900	208	610	663
PBANKA_0937600	34	120	146
PBANKA_0111400	484	1808	1804
PBANKA_1100031	0	0	0
PBANKA_1024400	99	273	256
PBANKA_1442100	146	510	396
PBANKA_0719400	468	960	917
PBANKA_0216741	30	122	189
PBANKA_0202800	149	279	252
PBANKA_1432800	803	1445	1618
PBANKA_1239400	288	794	899
PBANKA_0940700	140	493	502
PBANKA_1018900	88	333	282
PBANKA_0312800	108	297	326
PBANKA_1452500	2193	4300	4232
PBANKA_1217000	104	425	320
PBANKA_1451800	891	1577	1672
PBANKA_0800300	629	1105	1330
PBANKA_1011300	294	960	768
PBANKA_1206200	1656	3933	4252
PBANKA_0715400	370	1596	2105
PBANKA_0944061	14	61	45
PBANKA_0800100	217	519	452
PBANKA_1246300	66	181	119
PBANKA_0820900	14	28	25
PBANKA_0621600	1682	2731	2897
PBANKA_0836700	74	520	235
PBANKA_0916100	1046	2863	2780
PBANKA_1240300	83	150	214
PBANKA_0410600	896	2693	2057
PBANKA_1339400	449	688	798
PBANKA_MIT03300	0	0	0
PBANKA_0711100	72	354	292
PBANKA_1038900	2712	6155	5767
PBANKA_API00170	1	1	26
PBANKA_1436600	37820	60512	70615
PBANKA_1452200	574	1318	1346
PBANKA_API00021	0	0	0
PBANKA_1100860	161	617	612
PBANKA_MIT03400	0	0	0
PBANKA_1424300	1372	3457	2969
PBANKA_1000011	285	691	1110
PBANKA_1427000	170	489	370
PBANKA_1328200	350	803	833
PBANKA_1449400	1784	4619	4225
PBANKA_0503300	5950	11640	13115
PBANKA_0416500	1232	3779	2823
PBANKA_1449800	978	2324	2698
PBANKA_1125400	271	558	576
PBANKA_1132700	777	1652	1558
PBANKA_1333100	805	1612	1504
PBANKA_API00190	0	0	4
PBANKA_1335800	143	587	549
PBANKA_1111000	4451	12695	12385
PBANKA_1300041	0	0	0
PBANKA_1121200	265	719	836
PBANKA_1112100	96	374	291
PBANKA_1000200	0	0	0
PBANKA_1315000	316	1135	896
PBANKA_0210000	271	586	576
PBANKA_1214500	43	101	46
PBANKA_1358300	2976	5810	4792
PBANKA_0937500	3992	7977	8297
PBANKA_0110400	235	735	532
PBANKA_0600051	286	702	503
PBANKA_0600071	1	7	5
PBANKA_1354100	1291	2927	2954
PBANKA_0816500	73	224	192
PBANKA_0008801	0	0	0
PBANKA_0822700	242	658	902
PBANKA_0522600	3349	6876	8178
PBANKA_0917700	819	1752	1835
PBANKA_1129900	560	1615	1508
PBANKA_0524841	5	10	26
PBANKA_0110600	13	40	32
PBANKA_0711400	44	115	128
PBANKA_0834600	1482	3196	2896
PBANKA_0514600	75	318	227
PBANKA_0920000	263	768	734
PBANKA_0212800	565	1096	1352
PBANKA_1207800	1076	1680	2142
PBANKA_1200300	6	22	23
PBANKA_0934500	2276	4954	5564
PBANKA_0100500	619	1557	1897
PBANKA_0513400	175	564	590
PBANKA_1010100	91	269	195
PBANKA_1314400	1456	2364	2365
PBANKA_1321700	1164	2807	2846
PBANKA_1323900	1049	1848	2211
PBANKA_0311400	1677	2421	3877
PBANKA_1019580	0	6	7
PBANKA_0600251	47	127	117
PBANKA_1227700	177	381	406
PBANKA_1466141	2	5	12
PBANKA_0903200	217	507	522
PBANKA_0832400	336	860	1023
PBANKA_1232700	108	400	385
PBANKA_0934700	903	2131	2005
PBANKA_0404900	667	1802	1759
PBANKA_1221300	138	283	318
PBANKA_1412900	71	272	271
PBANKA_1307100	143	430	506
PBANKA_0816000	447	1590	1514
PBANKA_1436900	36	194	131
PBANKA_0101200	138	672	468
PBANKA_1145000	60	179	160
PBANKA_API00340	0	0	8
PBANKA_1456900	3798	8254	9255
PBANKA_1311600	476	973	1031
PBANKA_1301600	1056	2775	3145
PBANKA_0523500	35	164	71
PBANKA_0104800	436	961	1066
PBANKA_1350400	347	1113	1174
PBANKA_1345300	803	1997	2188
PBANKA_1420400	137	346	412
PBANKA_0411200	173	399	313
PBANKA_1030100	3503	7690	7134
PBANKA_0918200	36	134	98
PBANKA_0613000	110	288	262
PBANKA_0930300	1322	3824	2979
PBANKA_API00444	0	0	0
PBANKA_1423400	48	219	211
PBANKA_1101600	2215	5154	4799
PBANKA_1032600	491	1321	1306
PBANKA_1230000	72	180	127
PBANKA_1365721	26	89	96
PBANKA_0940200	259	526	534
PBANKA_0603800	76	303	203
PBANKA_0607100	77	494	424
PBANKA_0620200	1017	2861	3622
PBANKA_1135200	394	804	806
PBANKA_0614500	693	1871	1567
PBANKA_0828300	369	1504	1639
PBANKA_1437250	0	4	0
PBANKA_0829000	306	615	714
PBANKA_1224900	1465	3648	4028
PBANKA_0111300	274	887	816
PBANKA_1226470	7	27	33
PBANKA_0304800	1409	4941	4336
PBANKA_0706500	75	110	138
PBANKA_1353600	8	23	20
PBANKA_0700600	212	633	748
PBANKA_1410950	671	1700	3065
PBANKA_0711800	530	1483	1198
PBANKA_0722200	1	5	3
PBANKA_1453300	8015	14592	18042
PBANKA_1105800	234	618	786
PBANKA_0600900	371	1056	885
PBANKA_0700900	104	313	475
PBANKA_0701100	722	3154	2238
PBANKA_0614400	158	449	393
PBANKA_1364600	146	514	564
PBANKA_1459200	44	102	125
PBANKA_1327021	393	2729	1950
PBANKA_1337200	427	1581	1289
PBANKA_1321900	44	124	83
PBANKA_0926200	61	315	218
PBANKA_0916400	1521	3731	3362
PBANKA_1343200	9701	19953	21447
PBANKA_1115000	15421	30557	35509
PBANKA_1201900	1381	6611	6130
PBANKA_1002900	156	389	629
PBANKA_1309600	4	57	63
PBANKA_0412300	172	395	306
PBANKA_0507600	114	329	357
PBANKA_0901900	52132	93430	113276
PBANKA_1428800	536	1253	1129
PBANKA_1001700	90	268	286
PBANKA_1038600	1154	1914	2132
PBANKA_1465000	137	414	586
PBANKA_1026900	253	660	904
PBANKA_1112200	238	560	544
PBANKA_1115500	163	564	706
PBANKA_1214000	1353	3050	2467
PBANKA_0303800	577	1523	1995
PBANKA_0911400	297	847	788
PBANKA_0812400	126	326	268
PBANKA_1347900	324	961	815
PBANKA_0807600	1547	4429	3819
PBANKA_0616200	887	1436	1538
PBANKA_0520700	1522	3328	3603
PBANKA_1020400	272	752	687
PBANKA_1234500	1306	3603	3699
PBANKA_0202200	73	186	197
PBANKA_1137000	2563	5825	6157
PBANKA_0614000	1093	4403	2816
PBANKA_0302900	350	861	986
PBANKA_0407200	766	1877	2057
PBANKA_1127400	53	124	94
PBANKA_0803900	98	297	421
PBANKA_1425200	230	486	496
PBANKA_0600200	43	82	70
PBANKA_1460800	115	237	206
PBANKA_1436700	50	153	160
PBANKA_0215700	18	49	65
PBANKA_0939500	3915	6929	7816
PBANKA_0511900	2744	8539	6577
PBANKA_0936900	1656	4144	4218
PBANKA_0400900	102	281	280
PBANKA_1110100	2187	4044	4206
PBANKA_0800021	1	0	0
PBANKA_API00550	0	0	6
PBANKA_0001501	0	0	0
PBANKA_0107200	623	1216	1344
PBANKA_0203200	577	1324	1286
PBANKA_0315100	301	607	732
PBANKA_1348500	160	321	392
PBANKA_0513900	2026	5121	4875
PBANKA_0925500	812	1915	2119
PBANKA_0603700	1299	2768	3079
PBANKA_API00120	0	3	24
PBANKA_0403600	3767	7745	7881
PBANKA_1335700	802	1603	2030
PBANKA_0611300	338	713	1008
PBANKA_0406700	243	854	944
PBANKA_1414700	85	259	242
PBANKA_0523000	43	106	65
PBANKA_1459400	1124	2337	3029
PBANKA_1015900	463	1060	967
PBANKA_0109200	1618	3877	3470
PBANKA_0926300	195	665	752
PBANKA_0704200	407	1127	1163
PBANKA_1145600	96	471	299
PBANKA_0610400	4529	8679	9733
PBANKA_1462300	13	48	48
PBANKA_1424800	141	366	338
PBANKA_0819000	20386	78611	86395
PBANKA_0825700	2317	4662	5447
PBANKA_1129400	526	1458	1455
PBANKA_0405900	193	382	342
PBANKA_1326600	1001	2462	3761
PBANKA_0934000	32	124	155
PBANKA_0802200	243	702	739
PBANKA_0811900	98	298	224
PBANKA_1425500	137	442	297
PBANKA_0313100	354	795	887
PBANKA_1410700	22	99	69
PBANKA_1130800	511	1315	1418
PBANKA_1123200	6007	14490	19637
PBANKA_1040300	4	14	13
PBANKA_0412400	36	143	103
PBANKA_0315200	110	425	384
PBANKA_1411000	54	189	178
PBANKA_0623200	1244	3314	3250
PBANKA_1361000	152	416	473
PBANKA_1003700	928	1901	1922
PBANKA_0311300	17	46	85
PBANKA_1401200	336	833	968
PBANKA_1337900	81	282	306
PBANKA_1308600	31948	75225	76076
PBANKA_0523100	404	868	979
PBANKA_0707000	21	75	79
PBANKA_1314500	75	269	172
PBANKA_1114700	187	563	466
PBANKA_1008900	534	1458	1754
PBANKA_1465700	5	21	27
PBANKA_1023500	279	798	546
PBANKA_0608100	241	787	776
PBANKA_0803500	762	3027	2511
PBANKA_1319600	79	311	268
PBANKA_1461300	10631	23038	25064
PBANKA_1408900	522	1525	1095
PBANKA_1416000	6	55	23
PBANKA_0920500	2044	3644	4677
PBANKA_0706600	152	184	269
PBANKA_0515200	608	859	991
PBANKA_1224400	1320	2626	2743
PBANKA_0007000	0	0	0
PBANKA_1215800	803	2041	1937
PBANKA_0908700	613	1352	1392
PBANKA_0943561	2	1	3
PBANKA_1461900	19	60	72
PBANKA_1447400	122	306	330
PBANKA_1438300	1908	4965	4823
PBANKA_0215900	2	3	6
PBANKA_1341500	506	1382	1098
PBANKA_0514400	174	302	363
PBANKA_0623450	2034	5057	6198
PBANKA_0702700	1135	3302	4124
PBANKA_0901400	537	1274	1270
PBANKA_1306200	454	1116	1060
PBANKA_0920800	2086	6282	6002
PBANKA_1414200	258	742	776
PBANKA_1100441	1	6	14
PBANKA_0403300	171	376	415
PBANKA_1419900	132	262	304
PBANKA_1121300	117	290	314
PBANKA_1227900	350	992	932
PBANKA_0307900	46	167	175
PBANKA_0913200	199	630	558
PBANKA_0835500	2311	4611	5581
PBANKA_1357300	1173	2271	2618
PBANKA_1139100	227	493	491
PBANKA_1205500	199	324	576
PBANKA_1143700	1682	2486	2990
PBANKA_1002800	1892	4268	4496
PBANKA_1358600	1035	2628	2415
PBANKA_0300300	65	162	161
PBANKA_MIT01100	257	1773	1939
PBANKA_0313000	82	216	229
PBANKA_1429700	1031	2363	1726
PBANKA_0201100	21	44	40
PBANKA_1016600	53	300	171
PBANKA_1418500	389	1076	1056
PBANKA_0207700	308	789	724
PBANKA_1316900	544	1148	1240
PBANKA_0206600	611	1474	1627
PBANKA_0837061	0	0	0
PBANKA_0901600	78	244	253
PBANKA_1313300	103	311	227
PBANKA_1405600	284	615	838
PBANKA_1222900	738	1757	1671
PBANKA_1233800	146	386	407
PBANKA_1128500	3788	8288	8915
PBANKA_0502100	147	385	310
PBANKA_1453000	4305	7215	8057
PBANKA_0942400	1383	2918	3288
PBANKA_0831900	97	351	282
PBANKA_1104200	246	693	550
PBANKA_API00065	0	0	0
PBANKA_0303600	1930	6029	4947
PBANKA_1364700	1700	3313	3305
PBANKA_0918700	58	186	179
PBANKA_0108900	53	228	147
PBANKA_1325200	904	1501	1906
PBANKA_1324900	182	602	850
PBANKA_0301351	0	2	4
PBANKA_1343100	80	275	333
PBANKA_0600400	215	634	540
PBANKA_1400200	76	157	137
PBANKA_1024100	352	902	1108
PBANKA_1201200	755	2647	2752
PBANKA_1319200	1042	2358	2443
PBANKA_0411000	15	50	34
PBANKA_1025800	95	378	252
PBANKA_0523800	126	762	661
PBANKA_1141700	2302	6576	6468
PBANKA_0814000	207	508	522
PBANKA_1451200	177	481	656
PBANKA_0719600	235	725	626
PBANKA_0820700	644	1753	1513
PBANKA_0111600	142	359	449
PBANKA_1464500	215	706	735
PBANKA_0924800	888	2580	2004
PBANKA_0904400	124	308	385
PBANKA_0912700	656	1711	1390
PBANKA_0805200	243	739	776
PBANKA_1104500	719	2539	2679
PBANKA_1128000	0	1	0
PBANKA_1430400	239	899	883
PBANKA_0705900	392	974	1046
PBANKA_API00055	0	0	0
PBANKA_1319900	54	121	110
PBANKA_1355000	508	1884	1375
PBANKA_1412800	39	119	95
