Geneid	AP2CKO_1.bam	AP2CKO_2.bam	AP2CKO_3.bam
PBANKA_1402200	7997	10960	9557
PBANKA_0520000	4178	7641	6427
PBANKA_1101500	2650	3815	3268
PBANKA_1427700	2975	5358	4061
PBANKA_1353900	17141	19266	15868
PBANKA_1039600	5113	9497	7037
PBANKA_1145300	4375	5826	4783
PBANKA_0623651	7	16	13
PBANKA_0821600	4852	5824	5054
PBANKA_1119300	2953	3601	3318
PBANKA_1433900	3338	4310	3738
PBANKA_1123300	5858	8209	6606
PBANKA_0608900	3433	5356	3790
PBANKA_1357400	501	877	700
PBANKA_0807700	16084	19227	18877
PBANKA_1207900	6813	8499	8838
PBANKA_0522500	2714	3963	3299
PBANKA_1324000	4145	8086	4671
PBANKA_0943000	376	486	440
PBANKA_0418400	493	747	788
PBANKA_1101100	10242	15131	14625
PBANKA_0524800	19480	40129	30794
PBANKA_0910100	1752	2839	2156
PBANKA_1341200	3257	4423	3423
PBANKA_0931100	22953	27575	21420
PBANKA_API00280	5	22	9
PBANKA_1461000	2331	3152	2783
PBANKA_0915500	1208	1878	1306
PBANKA_1323100	1046	1729	1572
PBANKA_1121500	3132	4029	3846
PBANKA_1417400	5016	6342	6475
PBANKA_1219500	7838	15236	13344
PBANKA_0718500	1673	1951	1682
PBANKA_0924900	10929	19204	15523
PBANKA_0601000	5700	8041	6679
PBANKA_1228900	48676	60828	59422
PBANKA_1457800	11330	17381	14306
PBANKA_0404100	11233	16395	13923
PBANKA_0000701	37	0	0
PBANKA_1348100	2152	3150	2342
PBANKA_0204800	17516	24885	20403
PBANKA_1335300	5964	8574	8120
PBANKA_1325900	1057	1540	1408
PBANKA_0909100	1221	2249	1519
PBANKA_1433400	1052	1491	1495
PBANKA_0611900	2133	3297	2668
PBANKA_1127900	1424	2824	2263
PBANKA_0836300	29770	45586	37117
PBANKA_1117900	3567	4359	4222
PBANKA_0935500	42303	54601	44636
PBANKA_0519100	15267	19789	18989
PBANKA_0829700	4861	7254	6431
PBANKA_0917100	6673	7571	7011
PBANKA_API00005	0	0	0
PBANKA_1245600	509	1115	828
PBANKA_1133300	4060	7788	6288
PBANKA_1314900	63185	79223	64203
PBANKA_1205700	1190	1501	1301
PBANKA_0940800	3074	4322	3676
PBANKA_1226100	59588	80448	69025
PBANKA_1228800	4326	4281	4434
PBANKA_0916300	124	200	190
PBANKA_1246141	0	0	0
PBANKA_0930900	7187	9962	8793
PBANKA_1209300	2433	3555	2875
PBANKA_1113000	15779	35371	26897
PBANKA_1146241	82	115	117
PBANKA_0717200	27259	35716	30926
PBANKA_1200041	0	0	0
PBANKA_1245500	26247	26744	26215
PBANKA_0831600	11175	13071	11477
PBANKA_1236800	14029	14526	13629
PBANKA_0107300	11663	23345	15198
PBANKA_0520800	2219	2683	2052
PBANKA_0819600	3752	3432	3759
PBANKA_0514100	14538	22916	21572
PBANKA_0208100	5900	9769	6719
PBANKA_1315500	17818	29377	24053
PBANKA_0503700	7325	11143	9828
PBANKA_1345900	2913	2792	2828
PBANKA_1449000	40269	59511	55924
PBANKA_0505600	3665	6672	5975
PBANKA_0201051	529	832	722
PBANKA_0709000	9691	12647	11409
PBANKA_API00041	0	0	0
PBANKA_0202600	114	207	184
PBANKA_1127600	95	206	136
PBANKA_0110900	3353	4317	4105
PBANKA_0937100	11677	13064	12024
PBANKA_API00441	0	1	0
PBANKA_0215800	147	215	237
PBANKA_0943500	2594	5152	3649
PBANKA_1410400	11225	17893	14454
PBANKA_1244900	337	387	317
PBANKA_0711500	1202	1489	1439
PBANKA_0612300	11265	16056	13964
PBANKA_1234800	18277	33439	28503
PBANKA_1328600	703	1283	1019
PBANKA_0705200	3407	5354	3961
PBANKA_1316800	4760	5485	5051
PBANKA_1354351	727	749	682
PBANKA_0105900	3629	4939	3919
PBANKA_0411100	1743	2707	2209
PBANKA_1312200	8736	12688	9763
PBANKA_1432700	3731	5403	5052
PBANKA_0316500	1146	1539	1584
PBANKA_1217400	3611	6041	5379
PBANKA_1125000	583	1032	729
PBANKA_1433800	11667	19146	15703
PBANKA_0812000	13510	18962	15456
PBANKA_1311500	1924	3064	2613
PBANKA_1407700	11340	14265	12660
PBANKA_1433500	2729	4314	3770
PBANKA_0522800	15564	28874	22536
PBANKA_1141000	1027	1400	1176
PBANKA_1327251	3435	5400	5963
PBANKA_0930000	2577	4324	3122
PBANKA_1447200	6015	6547	6761
PBANKA_1409400	1296	2604	2095
PBANKA_0715000	25590	31119	24880
PBANKA_1246400	1052	1638	1618
PBANKA_1239300	505	668	563
PBANKA_1100781	60	120	122
PBANKA_1427300	2186	4777	3506
PBANKA_0312100	11790	15391	13641
PBANKA_1227600	4690	5862	6166
PBANKA_1339300	5481	7699	6082
PBANKA_1235000	3937	5099	4085
PBANKA_0807900	73837	96969	85045
PBANKA_0600600	144345	175102	183275
PBANKA_0909500	12125	14638	13544
PBANKA_1106900	421	511	544
PBANKA_0621900	2540	3972	3417
PBANKA_1215400	17487	23166	17414
PBANKA_1239600	2748	4093	3468
PBANKA_1202400	18205	32136	26175
PBANKA_1410000	12168	20762	17122
PBANKA_0511200	4700	7238	6276
PBANKA_0806400	3611	5740	4780
PBANKA_1216100	1586	2851	2261
PBANKA_1450400	16895	21101	19452
PBANKA_1415200	69291	78862	76787
PBANKA_0524100	1373	2158	1819
PBANKA_1303600	1008	2041	1684
PBANKA_0705100	4541	6862	6268
PBANKA_1445300	3878	5498	4883
PBANKA_1355700	127859	159058	169040
PBANKA_1455800	12987	19025	15719
PBANKA_1436200	21047	30865	27915
PBANKA_1352600	9666	13198	11215
PBANKA_1464800	4480	5926	6101
PBANKA_1218500	27239	37976	28240
PBANKA_1338400	6230	8858	7935
PBANKA_1464600	2800	4081	3380
PBANKA_1217600	20996	30985	29663
PBANKA_0414700	16796	23179	22257
PBANKA_1224100	4586	6469	5438
PBANKA_0933400	2025	4541	3133
PBANKA_1340200	2981	3986	3304
PBANKA_1211200	1261	2901	1832
PBANKA_0304700	136	256	234
PBANKA_0600011	1	1	1
PBANKA_0618500	10444	13378	11626
PBANKA_1445700	100184	111753	107616
PBANKA_0207500	15797	19239	17345
PBANKA_0923200	1956	3000	2184
PBANKA_0510600	7306	10092	9084
PBANKA_0206500	2764	4575	3848
PBANKA_1019900	6445	7057	7039
PBANKA_1015700	237	472	335
PBANKA_1206700	6450	8600	7207
PBANKA_1458400	1606	2082	1622
PBANKA_0827500	10869	20112	16309
PBANKA_1413300	4101	5734	4488
PBANKA_1307200	948	1967	1465
PBANKA_API00150	1	14	6
PBANKA_1348900	8988	12287	9476
PBANKA_0622600	7080	9095	8554
PBANKA_1219000	7985	13480	9717
PBANKA_1206300	56962	86118	75373
PBANKA_0802700	9722	12905	12202
PBANKA_1409500	1587	2090	1897
PBANKA_0313400	16962	16866	15500
PBANKA_1362200	2660	3357	2806
PBANKA_1425800	7540	8790	8848
PBANKA_0108000	3762	5332	4440
PBANKA_1448200	38888	50862	41456
PBANKA_0518900	1068	1968	1702
PBANKA_1413200	1763	3436	2522
PBANKA_1313900	1287	2025	1664
PBANKA_1201000	1353	3163	2201
PBANKA_0924300	9507	13132	12039
PBANKA_1112800	4674	5381	5444
PBANKA_1118100	6205	7181	6503
PBANKA_1352400	8279	10237	9486
PBANKA_0621000	7578	8988	8239
PBANKA_1014000	3066	5602	4590
PBANKA_1218900	5348	10789	7359
PBANKA_1465881	0	0	0
PBANKA_1443300	42204	72479	66957
PBANKA_0211400	3416	5717	4528
PBANKA_0936500	6449	9219	8106
PBANKA_1211000	6461	10630	8939
PBANKA_0503100	2412	2921	2876
PBANKA_1104800	3474	5025	4174
PBANKA_0315900	2090	3419	2611
PBANKA_1000400	374	697	547
PBANKA_0304100	12056	16258	10696
PBANKA_0414300	10713	11709	9848
PBANKA_0517900	1503	2812	2107
PBANKA_1001200	1261	1900	1297
PBANKA_0821100	17138	21879	18738
PBANKA_1141600	5033	5973	5321
PBANKA_0623000	6487	10914	10808
PBANKA_1362300	16021	20701	18673
PBANKA_1459700	5468	7182	5787
PBANKA_1363300	4793	5310	5899
PBANKA_1333700	135142	154414	149172
PBANKA_1403250	26	19	14
PBANKA_0211900	6076	8977	7509
PBANKA_1136700	43743	50380	43023
PBANKA_0309700	696	1321	946
PBANKA_1351900	10347	17751	13414
PBANKA_1015400	29998	34328	33459
PBANKA_0923700	5476	7993	6508
PBANKA_0809900	1418	2593	2132
PBANKA_0409600	3126	5040	3980
PBANKA_0814900	857	1776	1147
PBANKA_0827900	1905	2830	2240
PBANKA_0418000	20891	36786	27354
PBANKA_API00320	0	0	1
PBANKA_0007501	0	0	0
PBANKA_0700031	5	6	8
PBANKA_0923600	4862	7592	7552
PBANKA_1134900	384732	455551	407976
PBANKA_0937750	1	4	4
PBANKA_1350300	7247	9622	7865
PBANKA_1025900	7128	9740	8313
PBANKA_1414800	22304	23821	22004
PBANKA_1231100	2830	4806	3946
PBANKA_1100200	0	0	0
PBANKA_0902100	2664	3902	4544
PBANKA_1317300	3917	6859	5312
PBANKA_0503200	26608	37127	30463
PBANKA_1309750	49	78	73
PBANKA_0910000	17304	20872	20070
PBANKA_1030700	1398	2302	1979
PBANKA_1206800	672	747	706
PBANKA_0827700	1184	1649	1192
PBANKA_1465051	87	124	186
PBANKA_1344300	15330	22910	19019
PBANKA_1242900	2483	2543	2622
PBANKA_1124700	2211	2697	2446
PBANKA_1207600	1609	3373	2290
PBANKA_0804400	10409	15495	13968
PBANKA_0807800	2669	3369	3136
PBANKA_1332300	2062	2382	2114
PBANKA_1317800	348	660	533
PBANKA_1034800	4881	6178	5165
PBANKA_1457300	3051	5893	4670
PBANKA_0933000	22246	32263	29644
PBANKA_0414000	5028	7467	6577
PBANKA_0837081	28	47	34
PBANKA_1215100	5303	5414	5393
PBANKA_1240100	39562	46424	42849
PBANKA_0703910	0	0	0
PBANKA_0313900	2920	4350	3971
PBANKA_0212000	4273	4452	4560
PBANKA_1107200	8414	12029	10299
PBANKA_API00085	0	0	0
PBANKA_1349600	5103	7759	6212
PBANKA_1031000	3630	5723	4747
PBANKA_0902600	1435	1782	1782
PBANKA_0106900	2295	2947	2275
PBANKA_1403600	2262	4029	2645
PBANKA_0102100	10885	12566	12894
PBANKA_0826000	8724	12534	9920
PBANKA_1140400	2166	3649	2752
PBANKA_1118700	7435	13117	10990
PBANKA_1355400	662	1136	849
PBANKA_0504700	1316	3050	2142
PBANKA_1305400	3695	4881	4366
PBANKA_1212800	783	1707	1450
PBANKA_1126000	7942	11193	9997
PBANKA_1202900	212	359	369
PBANKA_0710500	3969	5379	4409
PBANKA_0608200	3304	4595	3806
PBANKA_1417900	48241	63499	58089
PBANKA_0112100	37711	45821	41413
PBANKA_MIT02300	1	1	3
PBANKA_1451400	2047	2701	2503
PBANKA_0600041	219	352	375
PBANKA_1414000	4250	6632	6003
PBANKA_0902900	85634	104314	96536
PBANKA_1326500	1487	2794	2215
PBANKA_1022400	1926	2644	2415
PBANKA_1404700	5211	8358	7080
PBANKA_1037700	485	926	629
PBANKA_0621400	14683	23436	19016
PBANKA_1215900	16477	22828	18520
PBANKA_1446200	1077	1436	1356
PBANKA_1028200	43480	51971	51953
PBANKA_0505300	1515	2742	2140
PBANKA_0813300	19384	21303	20732
PBANKA_0700521	2	5	9
PBANKA_1301900	5149	6491	5901
PBANKA_0316861	216	391	446
PBANKA_1351500	4026	4166	4644
PBANKA_0709900	2277	3048	2389
PBANKA_1429400	5936	8253	7781
PBANKA_1350000	3174	4552	3511
PBANKA_0612841	34	52	52
PBANKA_1425100	14073	24790	19767
PBANKA_1436100	5173	7568	6405
PBANKA_1341600	1431	2880	2433
PBANKA_API00390	0	0	0
PBANKA_1452800	20260	24844	18934
PBANKA_0507800	15194	21196	15538
PBANKA_1404100	1923	3514	2660
PBANKA_0910600	1427	2066	1595
PBANKA_0707100	389309	442545	406508
PBANKA_1300051	0	0	1
PBANKA_0007300	0	0	0
PBANKA_0400500	5061	9015	7049
PBANKA_1002000	21051	32808	25805
PBANKA_0209900	1054	2051	1576
PBANKA_1023400	7237	11561	9752
PBANKA_0907000	6365	7857	6329
PBANKA_0720800	5436	7890	8482
PBANKA_1241600	935	1334	1089
PBANKA_1416800	6674	8829	8500
PBANKA_1206900	127637	203000	166567
PBANKA_0908800	17503	21763	16101
PBANKA_1204500	13789	15293	15045
PBANKA_0915800	1636	2209	1859
PBANKA_1434800	23474	31815	26093
PBANKA_1213600	8439	12322	10162
PBANKA_0507900	4936	6856	6519
PBANKA_0913300	2151	3739	2682
PBANKA_1019500	26939	50491	38261
PBANKA_1040000	7996	10120	8475
PBANKA_0305100	71042	118919	99236
PBANKA_1401900	2163	3530	3249
PBANKA_0504800	11712	16278	14134
PBANKA_1343000	10583	16174	15922
PBANKA_1411300	44438	73299	58127
PBANKA_0903900	5804	8288	7202
PBANKA_1319400	6472	8541	8091
PBANKA_1246900	2	1	0
PBANKA_0837121	78	168	126
PBANKA_1333000	3566	5107	4498
PBANKA_MIT01300	0	0	0
PBANKA_1449200	3731	5548	4233
PBANKA_MIT03600	42	44	32
PBANKA_1120000	3345	4782	3970
PBANKA_1400091	9988	9811	10670
PBANKA_0616500	3974	5192	4263
PBANKA_1003200	1121	1761	1685
PBANKA_0506300	3058	3899	3602
PBANKA_0924700	8823	12616	10304
PBANKA_1416900	38483	49506	39724
PBANKA_0106700	4384	8037	5899
PBANKA_0410561	7	8	14
PBANKA_1238400	7039	10325	8438
PBANKA_0938500	8475	11546	10405
PBANKA_1466241	1	2	4
PBANKA_1441400	10404	16390	13883
PBANKA_1203200	407	674	506
PBANKA_1422500	1345	2366	1902
PBANKA_1134400	11156	15676	13579
PBANKA_1423200	2878	4027	4378
PBANKA_1019600	5626	8550	7379
PBANKA_1364250	0	0	0
PBANKA_0112500	4725	6825	7044
PBANKA_1415400	70726	82877	81136
PBANKA_0510000	4017	4593	4280
PBANKA_1143800	40866	51073	43324
PBANKA_0809500	373	576	508
PBANKA_1453200	14417	21636	17803
PBANKA_1430800	4202	6071	4821
PBANKA_0833200	13255	17838	15157
PBANKA_1234700	603	950	850
PBANKA_0809700	6430	8169	7071
PBANKA_1210000	1066	1861	1407
PBANKA_1402700	1371	2960	1896
PBANKA_0825500	89013	105528	85927
PBANKA_0411300	17432	25330	21080
PBANKA_1439200	125496	193872	156770
PBANKA_1103400	10044	17080	15294
PBANKA_0214600	8275	13355	13160
PBANKA_0936400	9126	12657	11399
PBANKA_1233900	2333	3221	2225
PBANKA_0211200	4498	5861	5485
PBANKA_0413900	1331	2830	2051
PBANKA_0201450	96	185	136
PBANKA_1138100	2569	2673	2930
PBANKA_1217700	25521	32183	28693
PBANKA_1445000	7551	9606	11003
PBANKA_0619000	5605	6776	5461
PBANKA_1220600	14486	16417	15427
PBANKA_1109800	1829	4168	3381
PBANKA_1440200	1961	2983	2691
PBANKA_1411500	967	1300	1542
PBANKA_1100461	81	174	180
PBANKA_0836850	32	67	59
PBANKA_0710900	3036	4185	3636
PBANKA_1331000	1486	2389	1943
PBANKA_1435000	311	353	383
PBANKA_1431300	3786	4737	4648
PBANKA_0311200	5738	8470	8129
PBANKA_1465600	524	783	860
PBANKA_0927200	15775	23690	19542
PBANKA_0907200	7915	9571	8700
PBANKA_0310400	3002	4309	3606
PBANKA_0904100	5481	7838	7957
PBANKA_0310900	14307	21512	15675
PBANKA_0722961	0	0	0
PBANKA_0932800	12556	13329	13111
PBANKA_1035200	55823	68225	63511
PBANKA_0926400	1344	2246	1736
PBANKA_1217800	6446	8792	7187
PBANKA_0717700	2592	4414	3645
PBANKA_0603600	1138	1927	1405
PBANKA_1238100	8744	12792	10469
PBANKA_0108600	4372	6549	4287
PBANKA_1411600	677	1135	864
PBANKA_1103700	3587	3726	3761
PBANKA_API00228	0	0	0
PBANKA_1327900	30043	42480	33676
PBANKA_1444100	16544	29745	21513
PBANKA_0605100	18204	17979	13563
PBANKA_1315200	771	1296	1192
PBANKA_1107400	16796	26062	23252
PBANKA_0825300	7111	9113	7745
PBANKA_1407000	4374	5350	4564
PBANKA_0717600	2691	3036	2646
PBANKA_1427500	2551	4957	3785
PBANKA_1018700	1749	4498	3263
PBANKA_1128800	35275	40339	40048
PBANKA_0919200	3092	5857	4942
PBANKA_1037000	2981	4838	3929
PBANKA_1362500	1061	1524	1456
PBANKA_1116700	5367	7525	7370
PBANKA_0900900	4302	4595	4934
PBANKA_1120800	5517	8815	6892
PBANKA_1031400	2436	3697	2980
PBANKA_1317200	170342	233096	223768
PBANKA_0312600	1750	2279	2413
PBANKA_0720000	11491	14292	13098
PBANKA_0305900	623	1360	925
PBANKA_1021500	1215	2155	1833
PBANKA_0301500	4000	6173	5798
PBANKA_0402600	2231	2215	2498
PBANKA_0719800	23181	25021	26431
PBANKA_0819500	6099	7796	6599
PBANKA_0523700	8848	7760	6519
PBANKA_0835600	3359	5278	5620
PBANKA_API00430	1	1	1
PBANKA_0836941	36	50	55
PBANKA_0522300	4901	5873	4331
PBANKA_0522100	13442	19594	17440
PBANKA_1201800	134545	159195	143899
PBANKA_1405000	31819	41434	40661
PBANKA_0610500	3381	4769	4862
PBANKA_1039100	3125	4224	3713
PBANKA_1109900	16716	19311	18416
PBANKA_1014600	3136	4176	3700
PBANKA_0836200	7440	12427	12038
PBANKA_1322400	9365	12336	9753
PBANKA_1146600	865	2192	1425
PBANKA_1036600	14762	19848	16480
PBANKA_1240200	2689	4595	3970
PBANKA_0939700	3206	5118	4269
PBANKA_1218700	2307	2958	2430
PBANKA_1203000	501	1052	743
PBANKA_0415400	9754	13346	11309
PBANKA_1245800	11520	17221	16740
PBANKA_1463900	10292	12642	11556
PBANKA_0836600	1223	1729	1724
PBANKA_0006900	0	0	0
PBANKA_1212700	51630	67136	56852
PBANKA_1459300	64947	103359	87951
PBANKA_0513700	344	374	464
PBANKA_0518000	2468	3647	2832
PBANKA_1025400	3111	4404	3898
PBANKA_1013700	2433	3358	3092
PBANKA_0510100	38135	42592	39779
PBANKA_0502800	27052	36060	33998
PBANKA_0931500	21351	24385	21951
PBANKA_1437700	76837	83195	78909
PBANKA_1457000	4802	5522	5098
PBANKA_0622100	22062	28979	26873
PBANKA_1302400	7863	12296	10514
PBANKA_1431400	34717	46144	47771
PBANKA_1461100	8008	10658	9555
PBANKA_0506600	40368	55460	41976
PBANKA_1027600	1448	1517	1795
PBANKA_1200081	1	6	2
PBANKA_1221000	696	1510	1148
PBANKA_0516000	8780	11618	10069
PBANKA_0407600	14012	25559	20247
PBANKA_0408200	8379	10802	12428
PBANKA_0718900	7723	10076	9192
PBANKA_1124300	5664	6476	6530
PBANKA_1454100	12003	21529	17193
PBANKA_0507300	81487	115262	106700
PBANKA_0303000	3892	5644	5022
PBANKA_0830450	2261	4035	3007
PBANKA_1353400	10279	9850	10431
PBANKA_1227800	8245	12639	10654
PBANKA_0517300	3871	6358	4932
PBANKA_1352500	83681	97776	91762
PBANKA_0607000	11497	13507	11879
PBANKA_0713600	2577	3372	2950
PBANKA_0915400	10549	13814	11985
PBANKA_0711300	5199	5549	5273
PBANKA_1108000	13489	21684	17855
PBANKA_0200670	30	64	53
PBANKA_0314800	7882	9629	8220
PBANKA_1022100	1022	1479	1425
PBANKA_1422200	2069	3840	2872
PBANKA_0607900	4710	5772	5295
PBANKA_0817100	5235	5860	5655
PBANKA_0940400	2086	3138	2737
PBANKA_0300400	64	74	78
PBANKA_1437400	2394	4696	4079
PBANKA_0417500	10737	20221	16408
PBANKA_1451900	1067	1878	1897
PBANKA_1010300	35547	43489	38290
PBANKA_0923300	23361	27313	28101
PBANKA_1036500	4945	6225	5091
PBANKA_0619800	9586	13626	12028
PBANKA_1232200	54816	82499	70224
PBANKA_1364000	6913	11180	8575
PBANKA_1337400	5765	8436	6738
PBANKA_1239500	1937	3061	2474
PBANKA_0808380	15	15	14
PBANKA_1025200	3709	6917	6273
PBANKA_1446100	24048	25674	23395
PBANKA_0929900	3131	6438	5342
PBANKA_1245200	35505	40691	41545
PBANKA_1443500	22542	34488	25784
PBANKA_1406600	5446	7618	6558
PBANKA_1434000	3368	4406	3718
PBANKA_0910200	18958	31360	22635
PBANKA_0301000	40363	43093	36078
PBANKA_0509900	3930	6688	5981
PBANKA_0835800	2167	3938	3068
PBANKA_1461400	16137	23829	21732
PBANKA_1310700	84625	93269	85095
PBANKA_0400200	40	73	60
PBANKA_1000800	1484	2452	1454
PBANKA_1344700	14997	17192	12116
PBANKA_1133200	4211	5443	5185
PBANKA_0403000	9062	18068	13527
PBANKA_0112300	8189	9133	8624
PBANKA_1451300	1047	2224	1556
PBANKA_1416700	383	871	746
PBANKA_1140000	3206	4292	3634
PBANKA_0314600	2719	4477	3492
PBANKA_0314200	21177	28284	23577
PBANKA_0407550	28	32	34
PBANKA_1206400	3499	4930	4068
PBANKA_0717500	2140	3550	2671
PBANKA_1204600	1007	1420	1095
PBANKA_0616100	3363	5531	3701
PBANKA_1200700	249	531	518
PBANKA_1437800	4795	6108	5547
PBANKA_1342400	1970	3000	2928
PBANKA_1406900	31969	44547	39184
PBANKA_1235100	2276	4490	3152
PBANKA_1318800	20716	21817	21243
PBANKA_0508500	4102	6001	4345
PBANKA_1145400	7956	11769	12072
PBANKA_1435400	7274	8178	6404
PBANKA_0912400	12493	13568	12444
PBANKA_1328700	2203	4016	3055
PBANKA_1124500	16418	21778	18281
PBANKA_0610800	6723	11077	9512
PBANKA_0806800	32554	43877	42577
PBANKA_1304200	1981	3330	2587
PBANKA_0618200	22033	31831	25006
PBANKA_1230900	435	1133	725
PBANKA_1021300	2343	3381	2890
PBANKA_1407100	2398	3506	2736
PBANKA_0902800	235	207	217
PBANKA_0708100	13565	17735	15690
PBANKA_1338100	74335	85065	85965
PBANKA_0316981	563	636	806
PBANKA_1466181	0	1	0
PBANKA_0709400	7688	11154	8910
PBANKA_0827200	4652	8951	7262
PBANKA_0408700	4064	4809	4627
PBANKA_0939200	3362	5120	4572
PBANKA_1242600	3889	5808	4888
PBANKA_1145731	38	35	30
PBANKA_1119500	1221	1221	1331
PBANKA_1208900	10937	15357	15736
PBANKA_MIT03200	0	0	0
PBANKA_1039000	12137	15671	15634
PBANKA_1465400	106	206	240
PBANKA_1451100	73665	80866	70044
PBANKA_0921700	93859	99335	93360
PBANKA_0928100	11285	30242	19315
PBANKA_0935600	3390	4186	4187
PBANKA_0801200	42630	62035	51934
PBANKA_1019520	0	0	0
PBANKA_1108100	10301	12689	11017
PBANKA_0928500	8051	11291	9278
PBANKA_1032700	11670	22429	16965
PBANKA_1240900	263	479	292
PBANKA_0515350	1457	1990	1850
PBANKA_1231400	8744	10751	9660
PBANKA_0104600	20758	25143	20177
PBANKA_0837101	35	50	57
PBANKA_0214300	7431	12342	9382
PBANKA_0833900	8798	12018	10130
PBANKA_1040621	2	0	0
PBANKA_1122100	1648	2177	2020
PBANKA_1134100	17355	31030	23865
PBANKA_1346400	11178	12803	12530
PBANKA_0008401	0	0	0
PBANKA_0927800	2645	4536	3918
PBANKA_0934800	1153	1408	1418
PBANKA_1036700	477	1013	728
PBANKA_0800200	619	888	1005
PBANKA_0516100	4588	5611	4747
PBANKA_0939600	134743	194826	151465
PBANKA_0910500	15	18	24
PBANKA_1306900	15158	19668	17555
PBANKA_1342900	2315	2942	2196
PBANKA_1205400	11846	13967	12767
PBANKA_1037200	3148	4547	4097
PBANKA_0205800	155543	189275	168624
PBANKA_0922200	3024	4295	3801
PBANKA_1418300	12424	20477	17618
PBANKA_1346750	0	0	0
PBANKA_API00360	0	1	0
PBANKA_1406100	9133	13141	12175
PBANKA_1225400	4861	6004	6174
PBANKA_1403700	3057	3621	2828
PBANKA_1244500	2101	3470	2617
PBANKA_MIT00600	273	283	228
PBANKA_0835700	601	957	628
PBANKA_1410100	69647	80956	78273
PBANKA_0705500	5946	8440	7289
PBANKA_0501051	0	0	0
PBANKA_1029300	1326	2574	1605
PBANKA_1231800	13989	25874	20954
PBANKA_0310200	2328	3478	2698
PBANKA_1000500	3312	5984	5232
PBANKA_1245700	1497	2548	2005
PBANKA_0309900	336	630	433
PBANKA_0103100	2437	3792	2823
PBANKA_1350500	6696	11043	8935
PBANKA_1356100	3618	4734	4296
PBANKA_1243100	4284	5029	4564
PBANKA_1119921	113	128	117
PBANKA_0719100	7876	9543	7050
PBANKA_1243000	8523	9810	8033
PBANKA_0708800	7707	12939	10153
PBANKA_0940100	9558	13345	11776
PBANKA_0927600	236226	267852	203857
PBANKA_0800900	3800	7224	5164
PBANKA_0824300	29006	36561	28939
PBANKA_0902000	2612	3302	2880
PBANKA_1462900	3706	5358	4818
PBANKA_1434200	6033	11119	8258
PBANKA_1433100	4978	8824	7198
PBANKA_1423500	15314	31936	22261
PBANKA_0941800	121819	109843	90955
PBANKA_1440900	1831	2990	2247
PBANKA_0414100	21337	32314	25302
PBANKA_1203600	141	153	161
PBANKA_1360000	9185	11887	10615
PBANKA_0819400	7406	8209	7332
PBANKA_0111900	2885	2732	2096
PBANKA_0201360	55	135	120
PBANKA_1233400	25644	31144	29535
PBANKA_0601700	3086	5459	5147
PBANKA_1305200	211229	245994	226713
PBANKA_API00447	0	0	0
PBANKA_1351200	2032	3075	2428
PBANKA_0007701	33	83	57
PBANKA_0704600	2544	4739	4138
PBANKA_1459900	4510	5957	5456
PBANKA_0214200	6194	10649	8034
PBANKA_1246161	2991	5048	4701
PBANKA_1022000	12096	22301	16978
PBANKA_1029400	23305	28239	20993
PBANKA_1421100	6540	10874	8352
PBANKA_0408600	1766	2767	2264
PBANKA_0208000	7065	9106	7869
PBANKA_0820600	803	1378	1419
PBANKA_1232300	7624	10711	9947
PBANKA_0808800	672	1302	1077
PBANKA_0404000	17509	25158	23124
PBANKA_1312900	44243	49307	39885
PBANKA_1039450	0	0	0
PBANKA_0308800	2008	2964	2775
PBANKA_1209000	5863	10446	8805
PBANKA_0006800	0	0	0
PBANKA_1455000	5818	6966	6864
PBANKA_1355300	1228	1467	1244
PBANKA_0508600	13902	16214	15129
PBANKA_1016500	7138	9281	8019
PBANKA_0112200	37287	38272	37763
PBANKA_0913800	6262	10606	8504
PBANKA_1011100	28682	37549	32907
PBANKA_0101600	1139	1977	1540
PBANKA_0712700	2221	2118	2223
PBANKA_1140600	6576	10392	9813
PBANKA_1038300	3883	6466	4839
PBANKA_1400700	26859	43598	39424
PBANKA_0301200	2811	3640	3228
PBANKA_1029900	2444	5212	4125
PBANKA_0941900	180337	183751	159875
PBANKA_0301100	15937	17962	15259
PBANKA_0312500	12126	17919	14829
PBANKA_0908500	26811	34416	30015
PBANKA_0520300	2899	4040	3488
PBANKA_1023100	3246	4532	4239
PBANKA_1405800	2246	4813	3280
PBANKA_1326000	17255	26784	22094
PBANKA_1456100	18308	35657	27836
PBANKA_1224300	104	123	113
PBANKA_1014700	1488	2320	1934
PBANKA_0414400	5889	11117	9047
PBANKA_1001400	16465	21398	19000
PBANKA_1030500	4674	7696	5525
PBANKA_1018500	6330	11352	9190
PBANKA_0600351	469	541	621
PBANKA_0510800	22278	23826	23563
PBANKA_0919700	1566	2584	2046
PBANKA_1307800	7814	13918	11492
PBANKA_1203450	374	399	428
PBANKA_0104300	689	1069	989
PBANKA_1025600	1202	1824	1475
PBANKA_1225700	9240	12801	11415
PBANKA_1242700	7382	11048	9156
PBANKA_0617800	2608	3041	3107
PBANKA_0821300	1596	1936	1461
PBANKA_1232000	1508	1848	1642
PBANKA_1225300	40161	45527	39298
PBANKA_1334500	1275	1737	1376
PBANKA_0714300	5173	6448	6355
PBANKA_1116000	899	1211	1594
PBANKA_1123600	612	1395	927
PBANKA_1224800	1633	2087	1960
PBANKA_1325300	7502	12693	10257
PBANKA_MIT02600	0	0	0
PBANKA_0916600	11547	14141	12620
PBANKA_1029600	12156	16238	13554
