Geneid,AP2CKO_1.bam,AP2CKO_2.bam,AP2CKO_3.bam,271KO_RNA_1.bam,271KO_RNA_2.bam,271KO_RNA_3.bam
PBANKA_1330000,2590,3255,2268,74,186,129
PBANKA_1230500,7071,9299,9029,793,2084,2300
PBANKA_0619600,846,1228,952,33,89,93
PBANKA_1027400,250,601,494,35,84,104
PBANKA_1011500,36140,50804,42759,1999,5424,4561
PBANKA_1449600,640,809,604,62,125,103
PBANKA_1035300,2540,3922,3526,243,535,590
PBANKA_0405300,8464,17173,14248,1547,7248,5725
PBANKA_0507000,6146,10070,10264,1093,1962,2165
PBANKA_0834000,1466,2596,2397,292,447,464
PBANKA_0909600,60982,80480,71630,5512,11675,12490
PBANKA_1338200,5957,7105,7537,1261,3162,4187
PBANKA_1216200,2225,4029,3174,158,516,357
PBANKA_0903400,6282,8020,7298,447,1078,1366
PBANKA_1437300,62728,110868,82449,3852,12881,9273
PBANKA_1400081,282,421,418,45,108,119
PBANKA_1355900,87064,104935,98993,13241,22053,26324
PBANKA_1345800,12060,17687,15345,824,1756,1644
PBANKA_1313700,12004,16091,13822,853,2041,2169
PBANKA_1360100,5304,10966,10281,633,1944,1918
PBANKA_0315300,9731,12171,11973,751,1219,1406
PBANKA_1316300,16310,22018,19114,1163,2940,2891
PBANKA_0403200,839,2360,2017,748,2011,3134
PBANKA_1004300,4697,7122,5955,245,827,799
PBANKA_0929100,7807,8963,8477,670,1814,2203
PBANKA_0604300,57298,90696,66243,8283,17508,14289
PBANKA_0941300,9396,12380,12455,749,1855,2400
PBANKA_MIT00800,362,523,340,85,233,259
PBANKA_0811000,1613,3238,2559,187,827,736
PBANKA_1413900,11469,16663,15711,959,2259,2669
PBANKA_0720100,36503,47134,44948,2758,6118,5694
PBANKA_1222300,3917,4593,4107,143,660,720
PBANKA_0901200,2612,3268,2840,197,738,835
PBANKA_1026000,7166,8661,7281,833,1652,2322
PBANKA_1344900,1844,2381,2283,91,234,291
PBANKA_1432451,8,14,21,3,2,4
PBANKA_0520400,7456,8892,8253,611,1447,1348
PBANKA_1130500,6149,11303,9198,1161,3869,3689
PBANKA_1037800,4927,6317,6799,1169,2858,3890
PBANKA_1244400,2362,4505,2801,168,368,358
PBANKA_0930200,9817,13007,11373,812,1901,1758
PBANKA_0201340,1530,2760,2102,124,371,257
PBANKA_0811200,2219,3201,2929,232,408,634
PBANKA_1231000,6052,12612,9992,1473,5952,4557
PBANKA_0413300,4989,7206,5313,323,750,639
PBANKA_1347000,45031,56086,54659,7322,11623,12913
PBANKA_1330500,716,1501,1149,41,169,122
PBANKA_1135300,7475,10972,10569,500,1136,1323
PBANKA_1245100,4242,6489,5236,201,477,471
PBANKA_0828000,41733,47493,42941,3820,7427,8796
PBANKA_1302500,1532,2431,1951,132,418,418
PBANKA_0713400,1081,1681,1308,92,307,328
PBANKA_1306800,22080,34443,26532,1428,3316,3157
PBANKA_1232800,2410,3426,2875,131,466,415
PBANKA_1108500,185426,209833,177445,9759,19191,21458
PBANKA_0105300,19804,28172,24318,1210,3148,3121
PBANKA_0921000,160,262,256,4,40,65
PBANKA_0613300,15001,18672,16315,961,2467,2806
PBANKA_1335000,34741,37994,38753,3404,6338,8775
PBANKA_1423300,86834,178348,128854,12930,30586,24700
PBANKA_1326300,8836,14467,11348,973,3723,2663
PBANKA_0522200,20485,22367,18266,763,1751,2307
PBANKA_0833400,1841,2722,2237,127,445,435
PBANKA_1350600,6372,10291,7585,469,988,948
PBANKA_0509400,585,1218,847,59,143,161
PBANKA_0922100,13488,24524,20749,1904,4998,4677
PBANKA_1011800,3050,4787,4270,250,673,654
PBANKA_1337500,51963,66770,62217,4227,8649,9660
PBANKA_1029700,6663,9550,8579,907,1825,1912
PBANKA_0600061,569,868,1032,14,75,67
PBANKA_1359900,1546,3388,2475,330,862,439
PBANKA_0916200,12793,24801,18252,1578,3943,3036
PBANKA_API00061,0,0,0,0,0,0
PBANKA_1311300,2465,2663,2430,142,363,532
PBANKA_0815700,44097,48298,42802,3862,8371,9564
PBANKA_0602100,2063,2959,2534,116,270,302
PBANKA_1040500,54,49,64,10,20,16
PBANKA_API02900,0,0,0,0,0,0
PBANKA_1416500,787,795,781,44,174,196
PBANKA_1360300,25241,44049,35205,3455,7321,6611
PBANKA_0701600,2490,4777,3779,258,414,422
PBANKA_0931900,16741,21081,19231,1140,2522,3031
PBANKA_1329300,14075,28108,22318,2082,6848,5844
PBANKA_1132200,833,1783,1290,30,183,143
PBANKA_1243500,34948,41853,38882,5295,12217,13933
PBANKA_0921500,1349,2727,2099,167,576,470
PBANKA_0201600,65995,125468,106846,7215,29759,24913
PBANKA_1000091,0,4,2,0,0,0
PBANKA_1342600,1431,1861,1464,29,99,61
PBANKA_1456300,1419,1914,1742,151,570,653
PBANKA_1006400,184,260,252,28,52,64
PBANKA_1434400,14872,16947,15337,2003,4671,5181
PBANKA_0203650,1919,2482,2201,186,815,872
PBANKA_0406600,3235,3368,3515,180,489,815
PBANKA_0402400,3658,4675,3985,307,676,764
PBANKA_0822500,7969,10742,9312,505,1135,1023
PBANKA_1123800,22803,26697,25565,1343,2595,2951
PBANKA_0413000,6168,9583,7992,567,1367,1162
PBANKA_1321400,10722,16665,16776,1121,2092,2228
PBANKA_0701900,5503,5618,6530,449,1207,1932
PBANKA_0700400,36,101,122,3,21,30
PBANKA_1204300,5143,8438,6243,379,1211,1211
PBANKA_1409300,4039,6688,6408,370,770,986
PBANKA_1112900,3770,5268,4719,366,695,718
PBANKA_1314700,5632,7995,6835,393,964,926
PBANKA_1439500,588,1263,978,33,120,96
PBANKA_0305500,2302,3336,2561,134,327,229
PBANKA_1329500,16362,21224,18347,2233,4583,4870
PBANKA_1019560,10,6,14,1,5,6
PBANKA_1005700,6597,9261,8369,618,1007,1313
PBANKA_0508300,4559,5044,4134,241,410,472
PBANKA_0908000,8659,11899,8930,512,1072,1012
PBANKA_1113700,14013,17469,14768,1500,2829,3106
PBANKA_1365000,569,967,854,33,98,36
PBANKA_0610100,28560,36949,32089,1360,3073,3616
PBANKA_1205300,7483,8809,8527,1155,3182,3806
PBANKA_0315500,486,1050,770,57,159,96
PBANKA_1222200,767,1321,1033,77,209,210
PBANKA_0308600,12832,24591,18914,811,2638,2215
PBANKA_0818600,2741,5190,4986,277,736,672
PBANKA_0612700,5720,5937,5206,262,516,646
PBANKA_0214521,13,20,12,0,6,6
PBANKA_1104700,6710,9272,7635,429,1128,993
PBANKA_1111700,1076,1428,1193,115,393,333
PBANKA_0601900,15482,22594,17802,953,2699,1439
PBANKA_0306300,1294,2838,2201,151,529,372
PBANKA_1347300,1714,2319,2143,163,501,419
PBANKA_1006000,744,2092,1437,53,173,110
PBANKA_0925400,107607,155845,133807,11709,29243,24855
PBANKA_1035800,4447,5937,4848,228,716,577
PBANKA_0813700,233,344,270,18,38,47
PBANKA_1134200,615,1689,1256,102,368,239
PBANKA_1315100,4680,7110,5505,248,659,691
PBANKA_0800500,796,1484,1488,102,199,263
PBANKA_1462800,2197,3451,3170,137,364,346
PBANKA_1363500,5485,7291,5866,254,609,593
PBANKA_0944101,109,287,203,15,58,48
PBANKA_1414600,10330,14140,11671,828,1782,1736
PBANKA_0001401,8,19,20,1,1,2
PBANKA_1358700,9614,13947,11197,755,1888,1785
PBANKA_1318500,62529,79938,65811,4376,9344,12426
PBANKA_1320600,494,1137,801,36,176,128
PBANKA_0416600,22810,35028,32391,2789,6383,7467
PBANKA_1300061,2,2,1,0,0,0
PBANKA_1240000,12422,16424,14972,745,2098,2026
PBANKA_1334600,4337,6246,5968,257,1030,1091
PBANKA_0615800,45170,58597,49039,2952,6381,6429
PBANKA_1457550,162,231,209,11,66,176
PBANKA_0926700,31034,44787,41104,2529,16280,16133
PBANKA_0201250,3627,5443,4348,225,878,833
PBANKA_0925300,21609,29747,27317,1502,3303,3050
PBANKA_1039800,778,1650,1183,32,124,86
PBANKA_0417400,20057,25498,20630,1495,3447,3855
PBANKA_1103900,5343,6282,5004,317,652,853
PBANKA_1246981,3,10,15,0,0,0
PBANKA_0402100,28048,34378,30619,2097,4434,4874
PBANKA_0508100,113917,158842,139592,11829,23598,22323
PBANKA_1350700,2534,5114,4120,198,614,563
PBANKA_0001301,1,2,3,1,0,0
PBANKA_0207100,2398,3250,2882,175,463,531
PBANKA_1358100,793,1921,1320,63,210,141
PBANKA_0927300,4784,5556,6178,682,1518,2042
PBANKA_1339700,3678,5147,4030,306,495,622
PBANKA_1423800,3119,5066,4083,122,389,322
PBANKA_0832700,18193,22167,18887,786,2005,2752
PBANKA_0810000,3095,3678,3438,266,687,742
PBANKA_1354400,25622,42458,35789,3143,7892,7244
PBANKA_0944000,185,390,375,23,68,44
PBANKA_1464400,885,1432,1136,26,120,125
PBANKA_1362100,15926,20065,16767,1007,2595,2392
PBANKA_1436400,1777,2402,2150,224,793,983
PBANKA_0618400,7112,10637,7744,679,1811,1794
PBANKA_0800400,6697,11595,10261,1217,7300,6376
PBANKA_0407000,631,1317,868,54,138,111
PBANKA_0912300,15122,25723,19940,1048,2772,2263
PBANKA_0506700,13381,17758,14685,1313,3101,3474
PBANKA_0907700,10226,12487,10631,395,1069,1078
PBANKA_1110800,3997,5901,5250,207,587,574
PBANKA_0909000,739,1024,1049,84,182,192
PBANKA_1359600,17168,22145,19402,1554,4305,5032
PBANKA_0917400,6919,8726,8683,751,1739,1891
PBANKA_0909700,1966,2677,2438,150,752,1241
PBANKA_1301000,3057,5326,4193,225,642,440
PBANKA_0205200,63340,98595,80476,5195,12709,11579
PBANKA_0834400,17829,25492,22127,2207,4473,4770
PBANKA_1212000,24953,32738,25755,1544,3574,3231
PBANKA_1005400,16700,18762,17204,790,1868,2153
PBANKA_1438400,43826,54970,47611,2890,6387,6014
PBANKA_1422000,693,848,928,130,311,293
PBANKA_1331800,5091,7406,6692,750,1901,1824
PBANKA_0112701,14,3,4,0,3,1
PBANKA_1365700,321,469,641,120,264,261
PBANKA_1146781,28,49,40,2,5,1
PBANKA_0406200,25298,33405,29890,2347,4330,3893
PBANKA_1403800,17638,27453,21521,1342,3167,2814
PBANKA_1242500,9468,14392,11376,852,1919,1607
PBANKA_1322600,967,1744,1515,27,249,176
PBANKA_1019380,125,210,199,6,32,19
PBANKA_1429500,1192,2308,1848,127,420,388
PBANKA_0210900,352,560,484,40,111,97
PBANKA_0800061,35,74,69,4,27,13
PBANKA_1354200,1912,2384,2407,277,1239,1546
PBANKA_1465100,3373,6877,5775,210,1230,1037
PBANKA_1138300,3650,5193,4433,332,895,756
PBANKA_1340300,3658,6133,5348,493,1046,973
PBANKA_0907500,8991,12245,11502,965,1768,2026
PBANKA_1457700,2289,2532,2915,230,384,560
PBANKA_0203800,7147,10628,8701,403,1089,915
PBANKA_1000900,187,401,277,11,37,25
PBANKA_0313500,1679,2450,2413,192,460,436
PBANKA_0212500,887,1278,1008,64,178,179
PBANKA_1029500,1659,2005,1621,104,172,184
PBANKA_0814500,7205,8329,7641,566,1326,1636
PBANKA_1216900,6814,10013,8467,967,2466,2230
PBANKA_0412700,957,1161,996,39,129,244
PBANKA_1325400,13168,14042,13116,1435,3466,5067
PBANKA_0802300,61693,87271,73287,4472,8437,9299
PBANKA_0921600,10766,13889,11530,929,1798,1698
PBANKA_1455300,8007,11818,10440,674,1593,1412
PBANKA_0916800,971,1384,1200,39,143,126
PBANKA_0623600,498,785,1103,179,386,371
PBANKA_0620000,1450,2491,2133,102,289,269
PBANKA_1409200,12833,13526,13661,1294,3540,5325
PBANKA_1019370,69,98,93,2,19,7
PBANKA_1438900,1538,2269,1730,96,227,281
PBANKA_1005900,3945,6194,4857,211,569,555
PBANKA_1004700,1411,2202,1780,93,398,265
PBANKA_0620400,60866,78923,73329,9218,18918,22354
PBANKA_1454000,11281,16258,13606,1003,2256,2090
PBANKA_1450500,5021,7068,6025,441,892,883
PBANKA_1339600,12121,12821,11608,783,1971,2815
PBANKA_0611000,2190,3125,2611,132,331,411
PBANKA_1401300,13665,27201,20724,1021,2921,2136
PBANKA_1310800,21460,43222,33175,2709,7093,5854
PBANKA_0913900,11662,14535,13854,787,1539,1681
PBANKA_1329600,16232,19816,18293,1104,2436,2745
PBANKA_1322100,1482,2678,2292,162,469,399
PBANKA_0818400,7315,8055,7546,497,913,1281
PBANKA_1036000,17158,27525,25018,1011,2530,2535
PBANKA_1018800,27570,29865,21386,972,2454,2011
PBANKA_0923000,9971,15494,13267,872,1692,2171
PBANKA_0617000,9946,10794,9033,534,1278,1521
PBANKA_0308200,440,686,680,48,155,155
PBANKA_1438800,2028,2695,2397,147,322,497
PBANKA_0605300,11363,17571,15753,1178,2288,2582
PBANKA_1337600,17151,23986,21415,1743,3644,3711
PBANKA_0102700,9359,13182,10814,570,1071,927
PBANKA_0919900,30571,32860,29484,2678,4539,5764
PBANKA_1408600,579,1446,1067,48,140,131
PBANKA_0616600,5513,6238,6119,829,3792,4042
PBANKA_1032100,27889,25576,26596,1207,7563,7499
PBANKA_1351351,88,64,64,9,18,30
PBANKA_0829300,960,1009,759,68,154,100
PBANKA_0700721,202,298,295,301,231,839
PBANKA_1401400,1293,3279,2521,156,406,376
PBANKA_0828100,14134,16434,14248,1530,3041,3028
PBANKA_0812200,18636,19645,19992,1855,3291,4906
PBANKA_0918500,1486,1646,1666,205,481,390
PBANKA_1443800,18243,25214,22876,900,2682,2553
PBANKA_0414500,5605,8351,7069,671,1604,1441
PBANKA_1129600,9990,12892,8784,308,583,441
PBANKA_1316200,1939,3238,2789,246,565,485
PBANKA_0000301,17,11,12,2,4,3
PBANKA_1410600,3332,4623,3906,68,343,296
PBANKA_1409600,28749,38655,27881,2353,3664,3230
PBANKA_1327200,965,1853,1262,33,127,98
PBANKA_0521400,3822,5563,5094,173,465,496
PBANKA_0905800,1943,3375,2814,81,450,339
PBANKA_1414100,21007,27484,25260,2617,5161,6654
PBANKA_0902700,421,571,466,28,69,79
PBANKA_1306400,885,2193,1560,54,215,144
PBANKA_1233300,9245,16014,11708,703,1866,1276
PBANKA_1360800,3951,4105,3731,228,463,438
PBANKA_1032000,745,1700,1241,55,194,171
PBANKA_1432600,467,805,646,35,83,84
PBANKA_1358500,2947,2583,2691,238,540,749
PBANKA_1037600,4760,6866,6588,417,959,1154
PBANKA_0311900,3521,5090,4296,452,1918,1698
PBANKA_0413400,6304,7887,7827,1078,1925,2017
PBANKA_0908400,4965,6107,5183,182,564,565
PBANKA_0317141,177,176,208,274,1355,1069
PBANKA_0600300,213,419,374,37,105,82
PBANKA_1439400,16397,23147,20752,1546,3320,3962
PBANKA_1140900,6229,8361,7581,843,1874,2316
PBANKA_0101300,549,1269,931,44,200,126
PBANKA_1105500,3207,5087,4136,418,1041,1145
PBANKA_0614300,2187,3316,2828,181,509,448
PBANKA_1143500,2210,3297,3056,174,435,541
PBANKA_1024700,6661,9141,8187,932,1818,1816
PBANKA_0936600,3594,4605,4530,391,885,1059
PBANKA_1303700,7349,12188,9682,544,1736,1606
PBANKA_1328800,10317,13643,14694,1741,4586,5115
PBANKA_1208100,1283,2218,1656,65,196,194
PBANKA_1409900,4800,7624,6066,312,1172,893
PBANKA_1131300,437,480,522,33,89,183
PBANKA_0828500,5949,7409,7050,612,1366,1630
PBANKA_0810300,1696,2839,2653,174,439,458
PBANKA_1330800,5826,8163,5894,300,778,672
PBANKA_1215000,2729,4043,3503,170,337,468
PBANKA_0507400,2234,3755,2780,163,448,410
PBANKA_1428200,2717,3819,3185,209,465,522
PBANKA_1132400,4224,6287,5162,282,705,742
PBANKA_1131100,6597,10311,7898,702,1554,1682
PBANKA_0705800,8607,12780,10770,614,1337,1244
PBANKA_1224000,3636,5333,4341,339,818,699
PBANKA_1419200,5230,7365,6248,640,1268,1362
PBANKA_1446300,6976,10370,9055,597,1289,1314
PBANKA_1136900,11745,18305,16093,960,2685,2613
PBANKA_0602700,19777,36972,26770,1762,4998,3885
PBANKA_0602400,10413,14352,12056,552,1563,1625
PBANKA_0417700,13146,18641,15442,2124,5112,4657
PBANKA_1209100,3751,5614,4756,412,1140,1155
PBANKA_1113200,1954,2375,2122,237,501,414
PBANKA_0103400,6778,9217,7487,775,1303,1529
PBANKA_0404500,2502,4427,3527,133,490,336
PBANKA_1120400,365097,403587,369964,30798,59188,76326
PBANKA_0711900,170512,257241,173605,18308,42839,31534
PBANKA_1218800,14213,20101,20029,882,2010,2487
PBANKA_1028400,16323,29618,23105,1815,5239,4791
PBANKA_0602200,694,1237,944,25,62,84
PBANKA_0714700,301,750,582,49,148,79
PBANKA_1412400,2961,4931,3645,125,433,398
PBANKA_1306700,233,460,403,22,67,62
PBANKA_0704300,12213,15341,11423,539,1316,1419
PBANKA_0942700,41570,55021,52528,3157,6475,6819
PBANKA_1028800,23476,26017,25330,2430,7465,8561
PBANKA_1244800,1961,2945,2557,187,382,367
PBANKA_1401700,1396,2090,1859,153,305,366
PBANKA_0830300,12830,16052,15257,1387,2603,3257
PBANKA_1221500,5925,7466,6895,332,847,1099
PBANKA_0614800,8870,11282,9007,353,1257,1078
PBANKA_1022600,6472,7817,7264,476,1084,1592
PBANKA_0207600,43411,44519,40955,4052,7524,8518
PBANKA_0213200,77829,100630,89711,6789,14524,14145
PBANKA_1109500,678,1020,787,22,131,132
PBANKA_0413800,1092,1355,1140,116,174,160
PBANKA_1302900,1600,3789,3056,114,985,489
PBANKA_0918400,1268,1601,1389,101,178,273
PBANKA_0406900,1802,1645,1714,142,314,486
PBANKA_0707800,2651,3641,3665,268,542,727
PBANKA_0939900,1170,2583,1877,88,492,432
PBANKA_1241000,5713,7268,6813,716,1221,1498
PBANKA_0408500,1542,2298,2022,83,279,121
PBANKA_1312000,6334,10262,9754,812,1837,1930
PBANKA_1133500,2162,4233,3234,93,412,289
PBANKA_1313600,1286,2002,1646,26,87,130
PBANKA_1300096,73,126,139,80,227,170
PBANKA_0612500,1042,1720,1407,76,188,152
PBANKA_1403900,2051,2786,2347,119,378,396
PBANKA_0108300,19781,21553,23699,3673,6634,8276
PBANKA_1416200,966,966,1011,33,93,108
PBANKA_1456600,180,258,234,4,43,66
PBANKA_1402800,721,1232,925,57,155,116
PBANKA_1415300,8508,11266,10115,913,1776,1876
PBANKA_1327500,1109,2048,1590,47,166,145
PBANKA_1322500,1731,2832,2637,88,200,311
PBANKA_1019300,766,1466,1014,32,178,110
PBANKA_0614700,6253,7245,7137,737,1754,2013
PBANKA_1340100,35153,70503,55392,10948,40662,35228
PBANKA_1003400,77639,98092,92905,10467,19337,20635
PBANKA_1363200,3046,4191,3496,172,545,677
PBANKA_0606700,1248,1709,1611,95,270,314
PBANKA_0204700,3367,4573,4200,453,975,1168
PBANKA_1116800,35252,56083,35716,1134,2812,2104
PBANKA_1334800,282770,312035,277781,28955,60768,77717
PBANKA_1460500,10072,11136,9132,599,1448,1176
PBANKA_0106300,653294,705522,623658,31588,73893,91657
PBANKA_0812500,789,1735,1362,77,169,138
PBANKA_1217100,8278,9262,10000,696,1387,1923
PBANKA_0910700,17904,19849,19862,1141,2286,2615
PBANKA_1242100,6153,7717,8275,934,2164,2816
PBANKA_1333200,1387,1826,1747,120,296,335
PBANKA_1032900,4132,6583,6107,220,829,762
PBANKA_1407800,9872,12781,11931,1068,1976,2013
PBANKA_1005600,11567,13040,12514,988,2089,2952
PBANKA_1244100,1349,2249,1989,117,289,300
PBANKA_1112400,1819,2828,2536,83,238,234
PBANKA_1128600,6177,9403,7914,443,1050,965
PBANKA_0415700,21003,25864,23251,2686,6001,6854
PBANKA_1012100,7678,12524,10713,598,1526,1580
PBANKA_API00310,0,0,0,0,0,0
PBANKA_1023600,22514,26623,21668,1150,2172,2288
PBANKA_0316400,3931,6416,5241,408,907,868
PBANKA_1465300,190,400,355,10,64,53
PBANKA_1364900,1926,2753,2905,118,321,405
PBANKA_0917990,482,453,592,50,100,155
PBANKA_0909400,5141,6119,5687,332,680,850
PBANKA_0814800,4736,5723,6284,627,1312,2274
PBANKA_1360700,6416,10505,8074,471,1394,1410
PBANKA_1008700,6725,9416,8335,391,1237,1096
PBANKA_0703500,154022,166084,138156,6047,11679,11682
PBANKA_1033600,811,1267,994,59,147,127
PBANKA_0832600,2160,4178,2872,130,610,325
PBANKA_1303800,12331,22476,19728,2584,5460,5361
PBANKA_0108100,8624,11862,10594,847,2001,2059
PBANKA_0202300,3374,4837,3965,273,725,664
PBANKA_1353500,1031,1987,1699,96,254,259
PBANKA_1462100,580,792,678,36,149,172
PBANKA_1424400,1804,3505,2615,136,426,287
PBANKA_1425000,11343,20383,15726,681,1454,1130
PBANKA_0519800,5041,7544,5837,382,1231,919
PBANKA_0806600,3270,5111,3852,276,604,629
PBANKA_0803200,39381,52290,46607,2702,6582,6343
PBANKA_0908200,5934,8324,7766,326,771,834
PBANKA_1214300,52074,109562,89207,9863,21458,20995
PBANKA_1221700,890,1354,1216,54,245,245
PBANKA_0411800,2813,3754,3145,230,646,646
PBANKA_1458500,606,897,765,61,236,223
PBANKA_0705400,732,1205,1039,42,198,162
PBANKA_1466201,0,0,0,0,0,0
PBANKA_0602600,665,1126,916,61,165,177
PBANKA_0934900,3374,4296,3875,411,850,841
PBANKA_1213000,60294,89319,82712,6264,13441,13223
PBANKA_0802500,4457,4428,4012,154,437,469
PBANKA_0938900,12155,15611,13464,1108,2052,2203
PBANKA_0918100,5461,9761,6566,70,344,211
PBANKA_1138200,40248,53821,49310,6535,10751,11434
PBANKA_1459600,1990,2824,2513,168,319,402
PBANKA_1412000,9050,10181,9359,673,1299,1521
PBANKA_1125800,2783,4113,3743,355,1101,1395
PBANKA_1354000,1739,2806,2398,138,354,374
PBANKA_1355200,15521,20537,17979,1866,3844,3937
PBANKA_0316000,30729,47524,43498,3563,8209,8196
PBANKA_0204100,2042,3900,2824,160,535,543
PBANKA_0008201,4,3,4,0,1,1
PBANKA_0827800,2272,3327,2715,118,347,304
PBANKA_1118900,3917,4881,4267,286,761,703
PBANKA_1309700,14336,20593,18053,1825,3621,3814
PBANKA_1018100,28127,37875,33925,3540,7325,8252
PBANKA_1439700,2589,3430,3003,180,481,417
PBANKA_1337800,5382,8764,6991,227,886,739
PBANKA_1114200,29368,35003,31306,3866,8551,10832
PBANKA_1435100,2604,3890,3296,316,882,869
PBANKA_1118200,6440,8102,6904,350,914,988
PBANKA_1246600,71,132,118,18,41,30
PBANKA_0611700,1949,2352,2133,166,576,626
PBANKA_1341900,5201,8048,6297,321,879,751
PBANKA_1109000,25282,41241,34235,2134,5679,4766
PBANKA_0109000,1367,2285,1629,67,209,212
PBANKA_1039900,1488,3534,2263,72,337,179
PBANKA_1437200,3618,6804,5285,228,706,679
PBANKA_0701000,5082,8926,8566,314,889,989
PBANKA_0704900,115518,123786,108019,6843,13207,16322
PBANKA_1100500,31,53,48,3,4,7
PBANKA_1360900,1939,2444,2445,157,446,471
PBANKA_1010600,19554,31366,26214,2441,6265,6094
PBANKA_0314100,2503,4147,3442,255,582,596
PBANKA_0621300,45518,55016,46575,2727,5868,5259
PBANKA_0915200,7720,14718,10546,157,1027,572
PBANKA_1458800,44096,53692,47248,3122,6142,5521
PBANKA_0905700,1632,2361,2107,123,313,336
PBANKA_0721800,2954,3189,2911,158,518,533
PBANKA_0110300,509,853,790,29,256,149
PBANKA_0521900,5434,7740,6588,359,1022,1198
PBANKA_1363600,64444,71802,64077,3308,6881,8435
PBANKA_0700041,2,3,5,2,0,1
PBANKA_0405000,1594,2705,1978,155,929,681
PBANKA_0008601,0,0,0,0,0,0
PBANKA_API00203,0,0,1,0,0,0
PBANKA_0208900,9057,8902,9544,433,1129,1837
PBANKA_1435900,278,447,502,19,28,54
PBANKA_1016400,4976,6201,5555,379,961,859
PBANKA_1125900,80724,103304,95221,7812,14621,18424
PBANKA_0722000,27337,32291,29281,1590,3494,3465
PBANKA_0406000,71982,87312,78865,7345,13329,14809
PBANKA_API00290,1,1,0,0,0,5
PBANKA_1447800,1517,2238,1581,68,208,208
PBANKA_1312800,36391,42720,35329,2108,5262,5633
PBANKA_1028600,4155,6143,5564,411,865,980
PBANKA_0929800,5953,10697,8351,335,997,763
PBANKA_0813100,4479,7055,5874,158,722,626
PBANKA_1342500,168348,198372,189183,17008,27994,33407
PBANKA_0713500,16841,20693,18318,1271,2499,2870
PBANKA_1400500,58,46,71,5,11,18
PBANKA_0931600,8397,10959,10259,724,1322,1537
PBANKA_1450300,13924,21845,16890,1774,4939,4192
PBANKA_0202000,12230,17461,14796,837,2123,2837
PBANKA_1216700,24150,32708,30933,2276,4486,4644
PBANKA_0216000,1317,2462,1951,8,16,13
PBANKA_0825600,3782,5160,4261,169,433,444
PBANKA_1108700,104984,134692,114804,9079,16935,17225
PBANKA_1226900,6653,7900,7762,823,1430,1692
PBANKA_0819450,2067,3026,2597,273,665,647
PBANKA_1407200,2389,3404,2765,161,353,336
PBANKA_1421500,141057,158083,143560,8251,16051,19550
PBANKA_1010400,2454,2611,2544,127,429,440
PBANKA_1442300,22141,30157,25863,1513,4182,4089
PBANKA_1000021,1,3,2,0,0,0
PBANKA_1131200,1307,1766,1584,32,134,185
PBANKA_0704000,1604,2476,1977,117,387,388
PBANKA_1409000,2893,3948,3629,244,572,706
PBANKA_0411950,4812,6388,5928,339,792,708
PBANKA_1213800,1900,2676,1827,67,142,135
PBANKA_1427900,635,1102,872,45,130,116
PBANKA_0000801,0,0,0,11,0,0
PBANKA_1310100,377,659,585,53,85,105
PBANKA_1221800,2587,4051,3139,106,426,417
