Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
Molecule 1,Oc1ccc(c(c1)O)C=NN1C(=S)N[C@]2([C@]1(O)c1ccccc1C2=O)O,C17H13N3O5S,371.37,26,12,0.12,2,6,5,102.77,157.71,1.13,0.46,-0.52,0.41,1.68,0.63,-2.64,8.47e-01,2.28e-03,Soluble,-3.34,1.70e-01,4.57e-04,Soluble,-3.10,2.94e-01,7.91e-04,Soluble,Low,No,No,No,No,No,No,No,-8.24,0,1,1,1,1,0.55,2,2,1,3.94
