smiles,LogS,LogD,LogP,Pgp-inh,Pgp-sub,HIA,F(20%),F(30%),Caco-2,MDCK,BBB,PPB,VDss,Fu,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CL,T12,hERG,H-HT,DILI,Ames,ROA,FDAMDD,SkinSen,Carcinogenicity,EC,EI,Respiratory,BCF,IGC50,LC50,LC50DM,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,MW,Vol,Dense,nHA,nHD,TPSA,nRot,nRing,MaxRing,nHet,fChar,nRig,Flex,nStereo,NonGenotoxic_Carcinogenicity,LD50_oral,Genotoxic_Carcinogenicity_Mutagenicity,SureChEMBL,NonBiodegradable,Skin_Sensitization,Acute_Aquatic_Toxicity,Toxicophores,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Alarm_NMR,BMS,Chelating,PAINS,Lipinski,Pfizer,GSK,GoldenTriangle
O=C1c2ccccc2[C@]2(O)N(N=Cc3ccc(O)cc3O)C(=S)N[C@]12O,-2.921,1.298,1.658,0.03,0.008,0.114,0.983,0.769,-6.038,1.0413579730084166e-05,0.093,78.1379623413086%,0.837,5.734711170196533%,0.832,0.094,0.271,0.122,0.773,0.29,0.02,0.201,0.709,0.922,4.493,0.804,0.001,0.558,0.99,0.842,0.024,0.031,0.48,0.988,0.003,0.024,0.629,0.412,2.885,4.323,3.417,0.004,0.008,0.656,0.759,0.436,0.005,0.006,0.899,0.062,0.164,0.86,0.884,371.06,340.085,1.091,8,5,125.62,2,4,12,9,0,23,0.087,2,1,0,0,1,1,5,0,4,0.378,4.045,0.118,83.474,0.192,3,0,0,2,Accepted,Accepted,Accepted,Accepted
